period,PE
2023-05-30 02:00:00,3931
2023-05-30 03:00:00,3667
2023-05-30 04:00:00,3428
2023-05-30 05:00:00,3187
2023-05-30 06:00:00,3055
2023-05-30 07:00:00,2953
2023-05-30 08:00:00,2919
2023-05-30 09:00:00,2960
2023-05-30 10:00:00,3105
2023-05-30 11:00:00,3404
2023-05-30 12:00:00,3724
2023-05-30 13:00:00,3899
2023-05-30 14:00:00,4019
2023-05-30 15:00:00,4080
2023-05-30 16:00:00,4152
2023-05-30 17:00:00,4226
2023-05-30 18:00:00,4297
2023-05-30 19:00:00,4353
2023-05-30 20:00:00,4436
2023-05-30 21:00:00,4549
2023-05-30 22:00:00,4612
2023-05-30 23:00:00,4516
2023-05-31 00:00:00,4333
2023-05-31 01:00:00,4230
2023-05-31 02:00:00,4106
2023-05-31 03:00:00,3767
2023-05-31 04:00:00,3462
2023-05-31 05:00:00,3166
2023-05-31 06:00:00,3023
2023-05-31 07:00:00,2957
2023-05-31 08:00:00,2916
2023-05-31 09:00:00,2973
2023-05-31 10:00:00,3086
2023-05-31 11:00:00,3363
2023-05-31 12:00:00,3645
2023-05-31 13:00:00,3803
2023-05-31 14:00:00,3904
2023-05-31 15:00:00,4017
2023-05-31 16:00:00,4118
2023-05-31 17:00:00,4216
2023-05-31 18:00:00,4311
2023-05-31 19:00:00,4418
2023-05-31 20:00:00,4556
2023-05-31 21:00:00,4707
2023-05-31 22:00:00,4810
2023-05-31 23:00:00,4759
2023-06-01 00:00:00,4601
2023-06-01 01:00:00,4462
2023-06-01 02:00:00,4357
2023-06-01 03:00:00,4012
2023-06-01 04:00:00,3663
2023-06-01 05:00:00,3405
2023-06-01 06:00:00,3205
2023-06-01 07:00:00,3095
2023-06-01 08:00:00,3056
2023-06-01 09:00:00,3066
2023-06-01 10:00:00,3228
2023-06-01 11:00:00,3521
2023-06-01 12:00:00,3862
2023-06-01 13:00:00,4117
2023-06-01 14:00:00,4257
2023-06-01 15:00:00,4422
2023-06-01 16:00:00,4586
2023-06-01 17:00:00,4747
2023-06-01 18:00:00,4925
2023-06-01 19:00:00,5102
2023-06-01 20:00:00,5300
2023-06-01 21:00:00,5508
2023-06-01 22:00:00,5617
2023-06-01 23:00:00,5537
2023-06-02 00:00:00,5323
2023-06-02 01:00:00,5150
2023-06-02 02:00:00,5001
2023-06-02 03:00:00,4617
2023-06-02 04:00:00,4201
2023-06-02 05:00:00,3866
2023-06-02 06:00:00,3619
2023-06-02 07:00:00,3455
2023-06-02 08:00:00,3369
2023-06-02 09:00:00,3365
2023-06-02 10:00:00,3483
2023-06-02 11:00:00,3800
2023-06-02 12:00:00,4164
2023-06-02 13:00:00,4535
2023-06-02 14:00:00,4796
2023-06-02 15:00:00,5109
2023-06-02 16:00:00,5437
2023-06-02 17:00:00,5727
2023-06-02 18:00:00,5999
2023-06-02 19:00:00,6194
2023-06-02 20:00:00,6356
2023-06-02 21:00:00,6358
2023-06-02 22:00:00,6357
2023-06-02 23:00:00,6163
2023-06-03 00:00:00,5790
2023-06-03 01:00:00,5492
2023-06-03 02:00:00,5280
2023-06-03 03:00:00,4942
2023-06-03 04:00:00,4545
2023-06-03 05:00:00,4194
2023-06-03 06:00:00,3937
2023-06-03 07:00:00,3757
2023-06-03 08:00:00,3621
2023-06-03 09:00:00,3524
2023-06-03 10:00:00,3487
2023-06-03 11:00:00,3548
2023-06-03 12:00:00,3783
2023-06-03 13:00:00,4080
2023-06-03 14:00:00,4334
2023-06-03 15:00:00,4480
2023-06-03 16:00:00,4553
2023-06-03 17:00:00,4596
2023-06-03 18:00:00,4551
2023-06-03 19:00:00,4476
2023-06-03 20:00:00,4457
2023-06-03 21:00:00,4457
2023-06-03 22:00:00,4351
2023-06-03 23:00:00,4196
2023-06-04 00:00:00,4064
2023-06-04 01:00:00,3981
2023-06-04 02:00:00,3884
2023-06-04 03:00:00,3691
2023-06-04 04:00:00,3467
2023-06-04 05:00:00,3265
2023-06-04 06:00:00,3115
2023-06-04 07:00:00,3001
2023-06-04 08:00:00,2924
2023-06-04 09:00:00,2880
2023-06-04 10:00:00,2862
2023-06-04 11:00:00,2898
2023-06-04 12:00:00,3040
2023-06-04 13:00:00,3246
2023-06-04 14:00:00,3435
2023-06-04 15:00:00,3579
2023-06-04 16:00:00,3671
2023-06-04 17:00:00,3746
2023-06-04 18:00:00,3823
2023-06-04 19:00:00,3921
2023-06-04 20:00:00,4035
2023-06-04 21:00:00,4127
2023-06-04 22:00:00,4187
2023-06-04 23:00:00,4126
2023-06-05 00:00:00,4019
2023-06-05 01:00:00,3974
2023-06-05 02:00:00,3907
2023-06-05 03:00:00,3708
2023-06-05 04:00:00,3412
2023-06-05 05:00:00,3198
2023-06-05 06:00:00,3049
2023-06-05 07:00:00,2966
2023-06-05 08:00:00,2916
2023-06-05 09:00:00,2959
2023-06-05 10:00:00,3130
2023-06-05 11:00:00,3393
2023-06-05 12:00:00,3729
2023-06-05 13:00:00,3900
2023-06-05 14:00:00,4019
2023-06-05 15:00:00,4130
2023-06-05 16:00:00,4226
2023-06-05 17:00:00,4324
2023-06-05 18:00:00,4415
2023-06-05 19:00:00,4496
2023-06-05 20:00:00,4542
2023-06-05 21:00:00,4593
2023-06-05 22:00:00,4620
2023-06-05 23:00:00,4537
2023-06-06 00:00:00,4387
2023-06-06 01:00:00,4332
2023-06-06 02:00:00,4236
2023-06-06 03:00:00,3906
2023-06-06 04:00:00,3578
2023-06-06 05:00:00,3328
2023-06-06 06:00:00,3150
2023-06-06 07:00:00,3045
2023-06-06 08:00:00,2959
2023-06-06 09:00:00,2989
2023-06-06 10:00:00,3145
2023-06-06 11:00:00,3425
2023-06-06 12:00:00,3732
2023-06-06 13:00:00,3893
2023-06-06 14:00:00,4008
2023-06-06 15:00:00,4132
2023-06-06 16:00:00,4269
2023-06-06 17:00:00,4415
2023-06-06 18:00:00,4520
2023-06-06 19:00:00,4623
2023-06-06 20:00:00,4736
2023-06-06 21:00:00,4690
2023-06-06 22:00:00,4665
2023-06-06 23:00:00,4602
2023-06-07 00:00:00,4440
2023-06-07 01:00:00,4376
2023-06-07 02:00:00,4256
2023-06-07 03:00:00,3990
2023-06-07 04:00:00,3666
2023-06-07 05:00:00,3388
2023-06-07 06:00:00,3194
2023-06-07 07:00:00,3088
2023-06-07 08:00:00,3041
2023-06-07 09:00:00,3052
2023-06-07 10:00:00,3160
2023-06-07 11:00:00,3423
2023-06-07 12:00:00,3742
2023-06-07 13:00:00,3933
2023-06-07 14:00:00,4036
2023-06-07 15:00:00,4146
2023-06-07 16:00:00,4247
2023-06-07 17:00:00,4322
2023-06-07 18:00:00,4409
2023-06-07 19:00:00,4443
2023-06-07 20:00:00,4462
2023-06-07 21:00:00,4482
2023-06-07 22:00:00,4502
2023-06-07 23:00:00,4426
2023-06-08 00:00:00,4293
2023-06-08 01:00:00,4205
2023-06-08 02:00:00,4097
2023-06-08 03:00:00,3811
2023-06-08 04:00:00,3510
2023-06-08 05:00:00,3227
2023-06-08 06:00:00,3086
2023-06-08 07:00:00,3035
2023-06-08 08:00:00,2974
2023-06-08 09:00:00,2996
2023-06-08 10:00:00,3109
2023-06-08 11:00:00,3397
2023-06-08 12:00:00,3680
2023-06-08 13:00:00,3828
2023-06-08 14:00:00,3965
2023-06-08 15:00:00,4082
2023-06-08 16:00:00,4187
2023-06-08 17:00:00,4265
2023-06-08 18:00:00,4323
2023-06-08 19:00:00,4383
2023-06-08 20:00:00,4454
2023-06-08 21:00:00,4520
2023-06-08 22:00:00,4537
2023-06-08 23:00:00,4393
2023-06-09 00:00:00,4246
2023-06-09 01:00:00,4194
2023-06-09 02:00:00,4128
2023-06-09 03:00:00,3851
2023-06-09 04:00:00,3583
2023-06-09 05:00:00,3340
2023-06-09 06:00:00,3177
2023-06-09 07:00:00,3083
2023-06-09 08:00:00,3034
2023-06-09 09:00:00,3048
2023-06-09 10:00:00,3135
2023-06-09 11:00:00,3423
2023-06-09 12:00:00,3694
2023-06-09 13:00:00,3874
2023-06-09 14:00:00,4009
2023-06-09 15:00:00,4147
2023-06-09 16:00:00,4240
2023-06-09 17:00:00,4297
2023-06-09 18:00:00,4381
2023-06-09 19:00:00,4416
2023-06-09 20:00:00,4461
2023-06-09 21:00:00,4476
2023-06-09 22:00:00,4477
2023-06-09 23:00:00,4352
2023-06-10 00:00:00,4182
2023-06-10 01:00:00,4068
2023-06-10 02:00:00,3934
2023-06-10 03:00:00,3709
2023-06-10 04:00:00,3455
2023-06-10 05:00:00,3235
2023-06-10 06:00:00,3077
2023-06-10 07:00:00,2968
2023-06-10 08:00:00,2906
2023-06-10 09:00:00,2893
2023-06-10 10:00:00,2918
2023-06-10 11:00:00,3000
2023-06-10 12:00:00,3189
2023-06-10 13:00:00,3420
2023-06-10 14:00:00,3636
2023-06-10 15:00:00,3793
2023-06-10 16:00:00,3932
2023-06-10 17:00:00,4060
2023-06-10 18:00:00,4162
2023-06-10 19:00:00,4291
2023-06-10 20:00:00,4421
2023-06-10 21:00:00,4527
2023-06-10 22:00:00,4589
2023-06-10 23:00:00,4558
2023-06-11 00:00:00,4424
2023-06-11 01:00:00,4331
2023-06-11 02:00:00,4242
2023-06-11 03:00:00,4025
2023-06-11 04:00:00,3747
2023-06-11 05:00:00,3504
2023-06-11 06:00:00,3323
2023-06-11 07:00:00,3201
2023-06-11 08:00:00,3126
2023-06-11 09:00:00,3090
2023-06-11 10:00:00,3072
2023-06-11 11:00:00,3100
2023-06-11 12:00:00,3283
2023-06-11 13:00:00,3595
2023-06-11 14:00:00,3926
2023-06-11 15:00:00,4239
2023-06-11 16:00:00,4531
2023-06-11 17:00:00,4798
2023-06-11 18:00:00,5039
2023-06-11 19:00:00,5229
2023-06-11 20:00:00,5337
2023-06-11 21:00:00,5401
2023-06-11 22:00:00,5429
2023-06-11 23:00:00,5376
2023-06-12 00:00:00,5228
2023-06-12 01:00:00,5098
2023-06-12 02:00:00,5008
2023-06-12 03:00:00,4732
2023-06-12 04:00:00,4384
2023-06-12 05:00:00,4097
2023-06-12 06:00:00,3902
2023-06-12 07:00:00,3761
2023-06-12 08:00:00,3675
2023-06-12 09:00:00,3709
2023-06-12 10:00:00,3843
2023-06-12 11:00:00,4112
2023-06-12 12:00:00,4410
2023-06-12 13:00:00,4575
2023-06-12 14:00:00,4735
2023-06-12 15:00:00,4976
2023-06-12 16:00:00,5212
2023-06-12 17:00:00,5386
2023-06-12 18:00:00,5442
2023-06-12 19:00:00,5426
2023-06-12 20:00:00,5258
2023-06-12 21:00:00,5141
2023-06-12 22:00:00,5106
2023-06-12 23:00:00,4968
2023-06-13 00:00:00,4837
2023-06-13 01:00:00,4776
2023-06-13 02:00:00,4675
2023-06-13 03:00:00,4323
2023-06-13 04:00:00,3956
2023-06-13 05:00:00,3634
2023-06-13 06:00:00,3423
2023-06-13 07:00:00,3296
2023-06-13 08:00:00,3167
2023-06-13 09:00:00,3217
2023-06-13 10:00:00,3328
2023-06-13 11:00:00,3598
2023-06-13 12:00:00,3935
2023-06-13 13:00:00,4143
2023-06-13 14:00:00,4278
2023-06-13 15:00:00,4398
2023-06-13 16:00:00,4518
2023-06-13 17:00:00,4605
2023-06-13 18:00:00,4650
2023-06-13 19:00:00,4730
2023-06-13 20:00:00,4842
2023-06-13 21:00:00,4936
2023-06-13 22:00:00,4987
2023-06-13 23:00:00,4929
2023-06-14 00:00:00,4710
2023-06-14 01:00:00,4589
2023-06-14 02:00:00,4440
2023-06-14 03:00:00,4130
2023-06-14 04:00:00,3796
2023-06-14 05:00:00,3494
2023-06-14 06:00:00,3360
2023-06-14 07:00:00,3234
2023-06-14 08:00:00,3191
2023-06-14 09:00:00,3209
2023-06-14 10:00:00,3348
2023-06-14 11:00:00,3626
2023-06-14 12:00:00,4013
2023-06-14 13:00:00,4225
2023-06-14 14:00:00,4405
2023-06-14 15:00:00,4529
2023-06-14 16:00:00,4539
2023-06-14 17:00:00,4526
2023-06-14 18:00:00,4464
2023-06-14 19:00:00,4443
2023-06-14 20:00:00,4437
2023-06-14 21:00:00,4572
2023-06-14 22:00:00,4659
2023-06-14 23:00:00,4601
2023-06-15 00:00:00,4413
2023-06-15 01:00:00,4301
2023-06-15 02:00:00,4217
2023-06-15 03:00:00,3923
2023-06-15 04:00:00,3640
2023-06-15 05:00:00,3370
2023-06-15 06:00:00,3206
2023-06-15 07:00:00,3066
2023-06-15 08:00:00,3038
2023-06-15 09:00:00,3079
2023-06-15 10:00:00,3205
2023-06-15 11:00:00,3469
2023-06-15 12:00:00,3785
2023-06-15 13:00:00,3984
2023-06-15 14:00:00,4102
2023-06-15 15:00:00,4242
2023-06-15 16:00:00,4371
2023-06-15 17:00:00,4507
2023-06-15 18:00:00,4612
2023-06-15 19:00:00,4718
2023-06-15 20:00:00,4797
2023-06-15 21:00:00,4904
2023-06-15 22:00:00,4955
2023-06-15 23:00:00,4854
2023-06-16 00:00:00,4669
2023-06-16 01:00:00,4560
2023-06-16 02:00:00,4475
2023-06-16 03:00:00,4175
2023-06-16 04:00:00,3849
2023-06-16 05:00:00,3542
2023-06-16 06:00:00,3384
2023-06-16 07:00:00,3236
2023-06-16 08:00:00,3180
2023-06-16 09:00:00,3201
2023-06-16 10:00:00,3317
2023-06-16 11:00:00,3548
2023-06-16 12:00:00,3869
2023-06-16 13:00:00,4091
2023-06-16 14:00:00,4314
2023-06-16 15:00:00,4468
2023-06-16 16:00:00,4425
2023-06-16 17:00:00,4384
2023-06-16 18:00:00,4324
2023-06-16 19:00:00,4348
2023-06-16 20:00:00,4430
2023-06-16 21:00:00,4502
2023-06-16 22:00:00,4534
2023-06-16 23:00:00,4422
2023-06-17 00:00:00,4262
2023-06-17 01:00:00,4164
2023-06-17 02:00:00,4094
2023-06-17 03:00:00,3878
2023-06-17 04:00:00,3627
2023-06-17 05:00:00,3411
2023-06-17 06:00:00,3247
2023-06-17 07:00:00,3131
2023-06-17 08:00:00,3055
2023-06-17 09:00:00,3025
2023-06-17 10:00:00,3033
2023-06-17 11:00:00,3110
2023-06-17 12:00:00,3306
2023-06-17 13:00:00,3571
2023-06-17 14:00:00,3781
2023-06-17 15:00:00,3961
2023-06-17 16:00:00,4114
2023-06-17 17:00:00,4189
2023-06-17 18:00:00,4229
2023-06-17 19:00:00,4276
2023-06-17 20:00:00,4334
2023-06-17 21:00:00,4378
2023-06-17 22:00:00,4389
2023-06-17 23:00:00,4338
2023-06-18 00:00:00,4213
2023-06-18 01:00:00,4096
2023-06-18 02:00:00,4026
2023-06-18 03:00:00,3825
2023-06-18 04:00:00,3580
2023-06-18 05:00:00,3344
2023-06-18 06:00:00,3167
2023-06-18 07:00:00,3047
2023-06-18 08:00:00,2973
2023-06-18 09:00:00,2944
2023-06-18 10:00:00,2933
2023-06-18 11:00:00,2975
2023-06-18 12:00:00,3150
2023-06-18 13:00:00,3393
2023-06-18 14:00:00,3631
2023-06-18 15:00:00,3834
2023-06-18 16:00:00,3997
2023-06-18 17:00:00,4161
2023-06-18 18:00:00,4311
2023-06-18 19:00:00,4470
2023-06-18 20:00:00,4608
2023-06-18 21:00:00,4748
2023-06-18 22:00:00,4819
2023-06-18 23:00:00,4755
2023-06-19 00:00:00,4638
2023-06-19 01:00:00,4561
2023-06-19 02:00:00,4486
2023-06-19 03:00:00,4297
2023-06-19 04:00:00,3979
2023-06-19 05:00:00,3729
2023-06-19 06:00:00,3513
2023-06-19 07:00:00,3380
2023-06-19 08:00:00,3300
2023-06-19 09:00:00,3288
2023-06-19 10:00:00,3415
2023-06-19 11:00:00,3593
2023-06-19 12:00:00,3933
2023-06-19 13:00:00,4217
2023-06-19 14:00:00,4499
2023-06-19 15:00:00,4772
2023-06-19 16:00:00,5048
2023-06-19 17:00:00,5265
2023-06-19 18:00:00,5471
2023-06-19 19:00:00,5627
2023-06-19 20:00:00,5733
2023-06-19 21:00:00,5825
2023-06-19 22:00:00,5897
2023-06-19 23:00:00,5730
2023-06-20 00:00:00,5424
2023-06-20 01:00:00,5186
2023-06-20 02:00:00,4978
2023-06-20 03:00:00,4668
2023-06-20 04:00:00,4289
2023-06-20 05:00:00,3936
2023-06-20 06:00:00,3754
2023-06-20 07:00:00,3635
2023-06-20 08:00:00,3542
2023-06-20 09:00:00,3550
2023-06-20 10:00:00,3701
2023-06-20 11:00:00,3903
2023-06-20 12:00:00,4193
2023-06-20 13:00:00,4337
2023-06-20 14:00:00,4488
2023-06-20 15:00:00,4612
2023-06-20 16:00:00,4788
2023-06-20 17:00:00,4874
2023-06-20 18:00:00,5033
2023-06-20 19:00:00,5145
2023-06-20 20:00:00,5284
2023-06-20 21:00:00,5361
2023-06-20 22:00:00,5345
2023-06-20 23:00:00,5179
2023-06-21 00:00:00,4989
2023-06-21 01:00:00,4844
2023-06-21 02:00:00,4721
2023-06-21 03:00:00,4379
2023-06-21 04:00:00,4021
2023-06-21 05:00:00,3748
2023-06-21 06:00:00,3538
2023-06-21 07:00:00,3403
2023-06-21 08:00:00,3302
2023-06-21 09:00:00,3339
2023-06-21 10:00:00,3456
2023-06-21 11:00:00,3614
2023-06-21 12:00:00,3909
2023-06-21 13:00:00,4099
2023-06-21 14:00:00,4226
2023-06-21 15:00:00,4271
2023-06-21 16:00:00,4358
2023-06-21 17:00:00,4362
2023-06-21 18:00:00,4405
2023-06-21 19:00:00,4354
2023-06-21 20:00:00,4350
2023-06-21 21:00:00,4301
2023-06-21 22:00:00,4260
2023-06-21 23:00:00,4206
2023-06-22 00:00:00,4092
2023-06-22 01:00:00,4063
2023-06-22 02:00:00,3951
2023-06-22 03:00:00,3752
2023-06-22 04:00:00,3465
2023-06-22 05:00:00,3266
2023-06-22 06:00:00,3168
2023-06-22 07:00:00,3083
2023-06-22 08:00:00,3037
2023-06-22 09:00:00,3057
2023-06-22 10:00:00,3233
2023-06-22 11:00:00,3454
2023-06-22 12:00:00,3743
2023-06-22 13:00:00,3892
2023-06-22 14:00:00,4031
2023-06-22 15:00:00,4106
2023-06-22 16:00:00,4146
2023-06-22 17:00:00,4177
2023-06-22 18:00:00,4174
2023-06-22 19:00:00,4151
2023-06-22 20:00:00,4129
2023-06-22 21:00:00,4144
2023-06-22 22:00:00,4192
2023-06-22 23:00:00,4143
2023-06-23 00:00:00,4065
2023-06-23 01:00:00,4049
2023-06-23 02:00:00,4032
2023-06-23 03:00:00,3792
2023-06-23 04:00:00,3555
2023-06-23 05:00:00,3344
2023-06-23 06:00:00,3200
2023-06-23 07:00:00,3117
2023-06-23 08:00:00,3081
2023-06-23 09:00:00,3118
2023-06-23 10:00:00,3248
2023-06-23 11:00:00,3477
2023-06-23 12:00:00,3818
2023-06-23 13:00:00,4014
2023-06-23 14:00:00,4163
2023-06-23 15:00:00,4271
2023-06-23 16:00:00,4345
2023-06-23 17:00:00,4380
2023-06-23 18:00:00,4399
2023-06-23 19:00:00,4405
2023-06-23 20:00:00,4389
2023-06-23 21:00:00,4404
2023-06-23 22:00:00,4430
2023-06-23 23:00:00,4374
2023-06-24 00:00:00,4285
2023-06-24 01:00:00,4268
2023-06-24 02:00:00,4206
2023-06-24 03:00:00,4021
2023-06-24 04:00:00,3809
2023-06-24 05:00:00,3619
2023-06-24 06:00:00,3464
2023-06-24 07:00:00,3359
2023-06-24 08:00:00,3305
2023-06-24 09:00:00,3299
2023-06-24 10:00:00,3347
2023-06-24 11:00:00,3432
2023-06-24 12:00:00,3612
2023-06-24 13:00:00,3868
2023-06-24 14:00:00,4131
2023-06-24 15:00:00,4383
2023-06-24 16:00:00,4571
2023-06-24 17:00:00,4643
2023-06-24 18:00:00,4640
2023-06-24 19:00:00,4734
2023-06-24 20:00:00,4927
2023-06-24 21:00:00,5022
2023-06-24 22:00:00,5103
2023-06-24 23:00:00,5123
2023-06-25 00:00:00,4979
2023-06-25 01:00:00,4872
2023-06-25 02:00:00,4776
2023-06-25 03:00:00,4544
2023-06-25 04:00:00,4262
2023-06-25 05:00:00,3996
2023-06-25 06:00:00,3782
2023-06-25 07:00:00,3623
2023-06-25 08:00:00,3516
2023-06-25 09:00:00,3457
2023-06-25 10:00:00,3420
2023-06-25 11:00:00,3488
2023-06-25 12:00:00,3769
2023-06-25 13:00:00,4139
2023-06-25 14:00:00,4543
2023-06-25 15:00:00,4918
2023-06-25 16:00:00,5206
2023-06-25 17:00:00,5408
2023-06-25 18:00:00,5563
2023-06-25 19:00:00,5536
2023-06-25 20:00:00,5484
2023-06-25 21:00:00,5295
2023-06-25 22:00:00,5083
2023-06-25 23:00:00,4960
2023-06-26 00:00:00,4896
2023-06-26 01:00:00,4802
2023-06-26 02:00:00,4739
2023-06-26 03:00:00,4538
2023-06-26 04:00:00,4221
2023-06-26 05:00:00,3993
2023-06-26 06:00:00,3793
2023-06-26 07:00:00,3682
2023-06-26 08:00:00,3623
2023-06-26 09:00:00,3640
2023-06-26 10:00:00,3760
2023-06-26 11:00:00,4049
2023-06-26 12:00:00,4394
2023-06-26 13:00:00,4624
2023-06-26 14:00:00,4800
2023-06-26 15:00:00,5088
2023-06-26 16:00:00,5357
2023-06-26 17:00:00,5718
2023-06-26 18:00:00,5937
2023-06-26 19:00:00,6048
2023-06-26 20:00:00,6081
2023-06-26 21:00:00,6100
2023-06-26 22:00:00,6106
2023-06-26 23:00:00,6120
2023-06-27 00:00:00,5816
2023-06-27 01:00:00,5530
2023-06-27 02:00:00,5277
2023-06-27 03:00:00,4894
2023-06-27 04:00:00,4382
2023-06-27 05:00:00,4063
2023-06-27 06:00:00,3826
2023-06-27 07:00:00,3736
2023-06-27 08:00:00,3646
2023-06-27 09:00:00,3646
2023-06-27 10:00:00,3809
2023-06-27 11:00:00,4046
2023-06-27 12:00:00,4371
2023-06-27 13:00:00,4609
2023-06-27 14:00:00,4712
2023-06-27 15:00:00,4831
2023-06-27 16:00:00,4953
2023-06-27 17:00:00,5143
2023-06-27 18:00:00,5357
2023-06-27 19:00:00,5541
2023-06-27 20:00:00,5596
2023-06-27 21:00:00,5389
2023-06-27 22:00:00,5183
2023-06-27 23:00:00,5062
2023-06-28 00:00:00,4879
2023-06-28 01:00:00,4780
2023-06-28 02:00:00,4673
2023-06-28 03:00:00,4404
2023-06-28 04:00:00,4112
2023-06-28 05:00:00,3809
2023-06-28 06:00:00,3646
2023-06-28 07:00:00,3519
2023-06-28 08:00:00,3448
2023-06-28 09:00:00,3481
2023-06-28 10:00:00,3610
2023-06-28 11:00:00,3877
2023-06-28 12:00:00,4244
2023-06-28 13:00:00,4546
2023-06-28 14:00:00,4769
2023-06-28 15:00:00,4902
2023-06-28 16:00:00,5082
2023-06-28 17:00:00,5227
2023-06-28 18:00:00,5355
2023-06-28 19:00:00,5453
2023-06-28 20:00:00,5504
2023-06-28 21:00:00,5499
2023-06-28 22:00:00,5525
2023-06-28 23:00:00,5461
2023-06-29 00:00:00,5294
2023-06-29 01:00:00,5062
2023-06-29 02:00:00,4943
2023-06-29 03:00:00,4628
2023-06-29 04:00:00,4288
2023-06-29 05:00:00,3954
2023-06-29 06:00:00,3691
2023-06-29 07:00:00,3529
2023-06-29 08:00:00,3435
2023-06-29 09:00:00,3405
2023-06-29 10:00:00,3515
2023-06-29 11:00:00,3776
2023-06-29 12:00:00,4077
2023-06-29 13:00:00,4356
2023-06-29 14:00:00,4564
2023-06-29 15:00:00,4817
2023-06-29 16:00:00,5055
2023-06-29 17:00:00,5267
2023-06-29 18:00:00,5471
2023-06-29 19:00:00,5632
2023-06-29 20:00:00,5776
2023-06-29 21:00:00,5897
2023-06-29 22:00:00,5952
2023-06-29 23:00:00,5824
2023-06-30 00:00:00,5550
2023-06-30 01:00:00,5325
2023-06-30 02:00:00,5150
2023-06-30 03:00:00,4805
2023-06-30 04:00:00,4419
2023-06-30 05:00:00,4046
2023-06-30 06:00:00,3864
2023-06-30 07:00:00,3703
2023-06-30 08:00:00,3590
2023-06-30 09:00:00,3613
2023-06-30 10:00:00,3703
2023-06-30 11:00:00,3904
2023-06-30 12:00:00,4210
2023-06-30 13:00:00,4549
2023-06-30 14:00:00,4839
2023-06-30 15:00:00,5120
2023-06-30 16:00:00,5372
2023-06-30 17:00:00,5614
2023-06-30 18:00:00,5800
2023-06-30 19:00:00,5929
2023-06-30 20:00:00,5996
2023-06-30 21:00:00,6044
2023-06-30 22:00:00,6026
2023-06-30 23:00:00,5834
2023-07-01 00:00:00,5535
2023-07-01 01:00:00,5302
2023-07-01 02:00:00,5075
2023-07-01 03:00:00,4754
2023-07-01 04:00:00,4395
2023-07-01 05:00:00,4103
2023-07-01 06:00:00,3877
2023-07-01 07:00:00,3715
2023-07-01 08:00:00,3616
2023-07-01 09:00:00,3566
2023-07-01 10:00:00,3566
2023-07-01 11:00:00,3626
2023-07-01 12:00:00,3828
2023-07-01 13:00:00,4122
2023-07-01 14:00:00,4402
2023-07-01 15:00:00,4581
2023-07-01 16:00:00,4825
2023-07-01 17:00:00,5066
2023-07-01 18:00:00,5262
2023-07-01 19:00:00,5431
2023-07-01 20:00:00,5576
2023-07-01 21:00:00,5604
2023-07-01 22:00:00,5468
2023-07-01 23:00:00,5292
2023-07-02 00:00:00,5072
2023-07-02 01:00:00,4930
2023-07-02 02:00:00,4833
2023-07-02 03:00:00,4630
2023-07-02 04:00:00,4392
2023-07-02 05:00:00,4184
2023-07-02 06:00:00,4008
2023-07-02 07:00:00,3877
2023-07-02 08:00:00,3788
2023-07-02 09:00:00,3742
2023-07-02 10:00:00,3735
2023-07-02 11:00:00,3756
2023-07-02 12:00:00,3944
2023-07-02 13:00:00,4258
2023-07-02 14:00:00,4634
2023-07-02 15:00:00,5003
2023-07-02 16:00:00,5391
2023-07-02 17:00:00,5656
2023-07-02 18:00:00,5887
2023-07-02 19:00:00,6007
2023-07-02 20:00:00,6054
2023-07-02 21:00:00,6182
2023-07-02 22:00:00,6285
2023-07-02 23:00:00,6287
2023-07-03 00:00:00,6087
2023-07-03 01:00:00,5936
2023-07-03 02:00:00,5773
2023-07-03 03:00:00,5450
2023-07-03 04:00:00,5122
2023-07-03 05:00:00,4800
2023-07-03 06:00:00,4546
2023-07-03 07:00:00,4372
2023-07-03 08:00:00,4252
2023-07-03 09:00:00,4181
2023-07-03 10:00:00,4276
2023-07-03 11:00:00,4445
2023-07-03 12:00:00,4858
2023-07-03 13:00:00,5215
2023-07-03 14:00:00,5379
2023-07-03 15:00:00,5664
2023-07-03 16:00:00,5994
2023-07-03 17:00:00,6250
2023-07-03 18:00:00,6485
2023-07-03 19:00:00,6588
2023-07-03 20:00:00,6766
2023-07-03 21:00:00,6919
2023-07-03 22:00:00,7003
2023-07-03 23:00:00,6843
2023-07-04 00:00:00,6462
2023-07-04 01:00:00,6201
2023-07-04 02:00:00,5958
2023-07-04 03:00:00,5538
2023-07-04 04:00:00,5099
2023-07-04 05:00:00,4709
2023-07-04 06:00:00,4495
2023-07-04 07:00:00,4309
2023-07-04 08:00:00,4203
2023-07-04 09:00:00,4147
2023-07-04 10:00:00,4149
2023-07-04 11:00:00,4214
2023-07-04 12:00:00,4379
2023-07-04 13:00:00,4603
2023-07-04 14:00:00,4923
2023-07-04 15:00:00,5324
2023-07-04 16:00:00,5690
2023-07-04 17:00:00,5986
2023-07-04 18:00:00,6233
2023-07-04 19:00:00,6413
2023-07-04 20:00:00,6491
2023-07-04 21:00:00,6500
2023-07-04 22:00:00,6482
2023-07-04 23:00:00,6293
2023-07-05 00:00:00,6074
2023-07-05 01:00:00,5826
2023-07-05 02:00:00,5659
2023-07-05 03:00:00,5418
2023-07-05 04:00:00,5127
2023-07-05 05:00:00,4784
2023-07-05 06:00:00,4524
2023-07-05 07:00:00,4348
2023-07-05 08:00:00,4226
2023-07-05 09:00:00,4194
2023-07-05 10:00:00,4327
2023-07-05 11:00:00,4580
