period,PE
2023-04-23 16:00:00,3486
2023-04-23 17:00:00,3516
2023-04-23 18:00:00,3537
2023-04-23 19:00:00,3542
2023-04-23 20:00:00,3546
2023-04-23 21:00:00,3586
2023-04-23 22:00:00,3647
2023-04-23 23:00:00,3656
2023-04-24 00:00:00,3656
2023-04-24 01:00:00,3726
2023-04-24 02:00:00,3589
2023-04-24 03:00:00,3374
2023-04-24 04:00:00,3144
2023-04-24 05:00:00,2972
2023-04-24 06:00:00,2876
2023-04-24 07:00:00,2825
2023-04-24 08:00:00,2828
2023-04-24 09:00:00,2910
2023-04-24 10:00:00,3141
2023-04-24 11:00:00,3481
2023-04-24 12:00:00,3760
2023-04-24 13:00:00,3828
2023-04-24 14:00:00,3835
2023-04-24 15:00:00,3840
2023-04-24 16:00:00,3824
2023-04-24 17:00:00,3831
2023-04-24 18:00:00,3836
2023-04-24 19:00:00,3796
2023-04-24 20:00:00,3788
2023-04-24 21:00:00,3809
2023-04-24 22:00:00,3865
2023-04-24 23:00:00,3869
2023-04-25 00:00:00,3849
2023-04-25 01:00:00,3921
2023-04-25 02:00:00,3768
2023-04-25 03:00:00,3520
2023-04-25 04:00:00,3287
2023-04-25 05:00:00,3117
2023-04-25 06:00:00,3020
2023-04-25 07:00:00,2981
2023-04-25 08:00:00,2986
2023-04-25 09:00:00,3081
2023-04-25 10:00:00,3324
2023-04-25 11:00:00,3719
2023-04-25 12:00:00,3954
2023-04-25 13:00:00,3951
2023-04-25 14:00:00,3901
2023-04-25 15:00:00,3881
2023-04-25 16:00:00,3879
2023-04-25 17:00:00,3903
2023-04-25 18:00:00,3892
2023-04-25 19:00:00,3876
2023-04-25 20:00:00,3840
2023-04-25 21:00:00,3877
2023-04-25 22:00:00,3882
2023-04-25 23:00:00,3875
2023-04-26 00:00:00,3866
2023-04-26 01:00:00,3965
2023-04-26 02:00:00,3826
2023-04-26 03:00:00,3579
2023-04-26 04:00:00,3349
2023-04-26 05:00:00,3177
2023-04-26 06:00:00,3088
2023-04-26 07:00:00,3061
2023-04-26 08:00:00,3065
2023-04-26 09:00:00,3151
2023-04-26 10:00:00,3400
2023-04-26 11:00:00,3764
2023-04-26 12:00:00,4015
2023-04-26 13:00:00,4040
2023-04-26 14:00:00,4055
2023-04-26 15:00:00,4068
2023-04-26 16:00:00,4018
2023-04-26 17:00:00,3977
2023-04-26 18:00:00,3910
2023-04-26 19:00:00,3847
2023-04-26 20:00:00,3836
2023-04-26 21:00:00,3866
2023-04-26 22:00:00,3960
2023-04-26 23:00:00,3965
2023-04-27 00:00:00,3950
2023-04-27 01:00:00,3954
2023-04-27 02:00:00,3794
2023-04-27 03:00:00,3547
2023-04-27 04:00:00,3308
2023-04-27 05:00:00,3128
2023-04-27 06:00:00,3009
2023-04-27 07:00:00,2953
2023-04-27 08:00:00,2943
2023-04-27 09:00:00,3014
2023-04-27 10:00:00,3245
2023-04-27 11:00:00,3634
2023-04-27 12:00:00,3892
2023-04-27 13:00:00,4026
2023-04-27 14:00:00,4012
2023-04-27 15:00:00,4043
2023-04-27 16:00:00,4057
2023-04-27 17:00:00,4023
2023-04-27 18:00:00,3992
2023-04-27 19:00:00,3953
2023-04-27 20:00:00,3877
2023-04-27 21:00:00,3881
2023-04-27 22:00:00,3902
2023-04-27 23:00:00,3882
2023-04-28 00:00:00,3889
2023-04-28 01:00:00,3962
2023-04-28 02:00:00,3827
2023-04-28 03:00:00,3600
2023-04-28 04:00:00,3354
2023-04-28 05:00:00,3174
2023-04-28 06:00:00,3060
2023-04-28 07:00:00,2981
2023-04-28 08:00:00,2961
2023-04-28 09:00:00,3026
2023-04-28 10:00:00,3272
2023-04-28 11:00:00,3589
2023-04-28 12:00:00,3868
2023-04-28 13:00:00,3980
2023-04-28 14:00:00,4049
2023-04-28 15:00:00,4055
2023-04-28 16:00:00,4078
2023-04-28 17:00:00,4103
2023-04-28 18:00:00,4094
2023-04-28 19:00:00,4079
2023-04-28 20:00:00,4109
2023-04-28 21:00:00,4152
2023-04-28 22:00:00,4238
2023-04-28 23:00:00,4212
2023-04-29 00:00:00,4162
2023-04-29 01:00:00,4109
2023-04-29 02:00:00,3958
2023-04-29 03:00:00,3757
2023-04-29 04:00:00,3552
2023-04-29 05:00:00,3377
2023-04-29 06:00:00,3262
2023-04-29 07:00:00,3188
2023-04-29 08:00:00,3146
2023-04-29 09:00:00,3150
2023-04-29 10:00:00,3219
2023-04-29 11:00:00,3335
2023-04-29 12:00:00,3485
2023-04-29 13:00:00,3654
2023-04-29 14:00:00,3784
2023-04-29 15:00:00,3855
2023-04-29 16:00:00,3877
2023-04-29 17:00:00,3862
2023-04-29 18:00:00,3795
2023-04-29 19:00:00,3742
2023-04-29 20:00:00,3713
2023-04-29 21:00:00,3725
2023-04-29 22:00:00,3730
2023-04-29 23:00:00,3735
2023-04-30 00:00:00,3748
2023-04-30 01:00:00,3782
2023-04-30 02:00:00,3677
2023-04-30 03:00:00,3519
2023-04-30 04:00:00,3343
2023-04-30 05:00:00,3175
2023-04-30 06:00:00,3062
2023-04-30 07:00:00,2985
2023-04-30 08:00:00,2943
2023-04-30 09:00:00,2940
2023-04-30 10:00:00,2995
2023-04-30 11:00:00,3066
2023-04-30 12:00:00,3197
2023-04-30 13:00:00,3379
2023-04-30 14:00:00,3576
2023-04-30 15:00:00,3719
2023-04-30 16:00:00,3823
2023-04-30 17:00:00,3861
2023-04-30 18:00:00,3847
2023-04-30 19:00:00,3807
2023-04-30 20:00:00,3828
2023-04-30 21:00:00,3878
2023-04-30 22:00:00,3957
2023-04-30 23:00:00,3945
2023-05-01 00:00:00,3951
2023-05-01 01:00:00,3936
2023-05-01 02:00:00,3787
2023-05-01 03:00:00,3558
2023-05-01 04:00:00,3330
2023-05-01 05:00:00,3150
2023-05-01 06:00:00,3041
2023-05-01 07:00:00,2994
2023-05-01 08:00:00,2990
2023-05-01 09:00:00,3073
2023-05-01 10:00:00,3349
2023-05-01 11:00:00,3681
2023-05-01 12:00:00,3918
2023-05-01 13:00:00,3953
2023-05-01 14:00:00,3961
2023-05-01 15:00:00,4000
2023-05-01 16:00:00,3996
2023-05-01 17:00:00,4024
2023-05-01 18:00:00,3969
2023-05-01 19:00:00,3893
2023-05-01 20:00:00,3852
2023-05-01 21:00:00,3898
2023-05-01 22:00:00,3965
2023-05-01 23:00:00,3952
2023-05-02 00:00:00,3945
2023-05-02 01:00:00,4017
2023-05-02 02:00:00,3878
2023-05-02 03:00:00,3646
2023-05-02 04:00:00,3389
2023-05-02 05:00:00,3189
2023-05-02 06:00:00,3081
2023-05-02 07:00:00,3028
2023-05-02 08:00:00,3014
2023-05-02 09:00:00,3088
2023-05-02 10:00:00,3319
2023-05-02 11:00:00,3681
2023-05-02 12:00:00,3994
2023-05-02 13:00:00,4059
2023-05-02 14:00:00,4050
2023-05-02 15:00:00,4057
2023-05-02 16:00:00,4033
2023-05-02 17:00:00,4029
2023-05-02 18:00:00,4037
2023-05-02 19:00:00,4004
2023-05-02 20:00:00,4001
2023-05-02 21:00:00,3971
2023-05-02 22:00:00,4023
2023-05-02 23:00:00,4040
2023-05-03 00:00:00,4052
2023-05-03 01:00:00,4102
2023-05-03 02:00:00,3956
2023-05-03 03:00:00,3694
2023-05-03 04:00:00,3427
2023-05-03 05:00:00,3247
2023-05-03 06:00:00,3143
2023-05-03 07:00:00,3092
2023-05-03 08:00:00,3078
2023-05-03 09:00:00,3163
2023-05-03 10:00:00,3424
2023-05-03 11:00:00,3794
2023-05-03 12:00:00,4032
2023-05-03 13:00:00,4151
2023-05-03 14:00:00,4184
2023-05-03 15:00:00,4155
2023-05-03 16:00:00,4105
2023-05-03 17:00:00,4073
2023-05-03 18:00:00,4095
2023-05-03 19:00:00,4063
2023-05-03 20:00:00,3997
2023-05-03 21:00:00,4026
2023-05-03 22:00:00,4072
2023-05-03 23:00:00,4077
2023-05-04 00:00:00,4095
2023-05-04 01:00:00,4155
2023-05-04 02:00:00,4022
2023-05-04 03:00:00,3768
2023-05-04 04:00:00,3506
2023-05-04 05:00:00,3313
2023-05-04 06:00:00,3222
2023-05-04 07:00:00,3185
2023-05-04 08:00:00,3180
2023-05-04 09:00:00,3261
2023-05-04 10:00:00,3509
2023-05-04 11:00:00,3868
2023-05-04 12:00:00,4132
2023-05-04 13:00:00,4142
2023-05-04 14:00:00,4119
2023-05-04 15:00:00,4143
2023-05-04 16:00:00,4119
2023-05-04 17:00:00,4103
2023-05-04 18:00:00,4086
2023-05-04 19:00:00,4006
2023-05-04 20:00:00,3980
2023-05-04 21:00:00,3962
2023-05-04 22:00:00,3957
2023-05-04 23:00:00,3913
2023-05-05 00:00:00,3908
2023-05-05 01:00:00,4008
2023-05-05 02:00:00,3903
2023-05-05 03:00:00,3680
2023-05-05 04:00:00,3423
2023-05-05 05:00:00,3243
2023-05-05 06:00:00,3131
2023-05-05 07:00:00,3075
2023-05-05 08:00:00,3058
2023-05-05 09:00:00,3138
2023-05-05 10:00:00,3413
2023-05-05 11:00:00,3719
2023-05-05 12:00:00,3955
2023-05-05 13:00:00,3975
2023-05-05 14:00:00,3973
2023-05-05 15:00:00,3995
2023-05-05 16:00:00,4000
2023-05-05 17:00:00,4027
2023-05-05 18:00:00,3953
2023-05-05 19:00:00,3904
2023-05-05 20:00:00,3844
2023-05-05 21:00:00,3850
2023-05-05 22:00:00,3828
2023-05-05 23:00:00,3785
2023-05-06 00:00:00,3748
2023-05-06 01:00:00,3801
2023-05-06 02:00:00,3712
2023-05-06 03:00:00,3519
2023-05-06 04:00:00,3303
2023-05-06 05:00:00,3136
2023-05-06 06:00:00,3031
2023-05-06 07:00:00,2964
2023-05-06 08:00:00,2946
2023-05-06 09:00:00,2972
2023-05-06 10:00:00,3056
2023-05-06 11:00:00,3169
2023-05-06 12:00:00,3300
2023-05-06 13:00:00,3422
2023-05-06 14:00:00,3502
2023-05-06 15:00:00,3547
2023-05-06 16:00:00,3538
2023-05-06 17:00:00,3531
2023-05-06 18:00:00,3514
2023-05-06 19:00:00,3506
2023-05-06 20:00:00,3521
2023-05-06 21:00:00,3570
2023-05-06 22:00:00,3627
2023-05-06 23:00:00,3636
2023-05-07 00:00:00,3594
2023-05-07 01:00:00,3665
2023-05-07 02:00:00,3589
2023-05-07 03:00:00,3420
2023-05-07 04:00:00,3230
2023-05-07 05:00:00,3052
2023-05-07 06:00:00,2931
2023-05-07 07:00:00,2848
2023-05-07 08:00:00,2811
2023-05-07 09:00:00,2811
2023-05-07 10:00:00,2853
2023-05-07 11:00:00,2912
2023-05-07 12:00:00,3052
2023-05-07 13:00:00,3218
2023-05-07 14:00:00,3369
2023-05-07 15:00:00,3480
2023-05-07 16:00:00,3554
2023-05-07 17:00:00,3624
2023-05-07 18:00:00,3687
2023-05-07 19:00:00,3747
2023-05-07 20:00:00,3788
2023-05-07 21:00:00,3844
2023-05-07 22:00:00,3918
2023-05-07 23:00:00,3926
2023-05-08 00:00:00,3930
2023-05-08 01:00:00,3957
2023-05-08 02:00:00,3834
2023-05-08 03:00:00,3604
2023-05-08 04:00:00,3345
2023-05-08 05:00:00,3147
2023-05-08 06:00:00,3035
2023-05-08 07:00:00,2958
2023-05-08 08:00:00,2927
2023-05-08 09:00:00,2979
2023-05-08 10:00:00,3184
2023-05-08 11:00:00,3492
2023-05-08 12:00:00,3803
2023-05-08 13:00:00,3986
2023-05-08 14:00:00,4077
2023-05-08 15:00:00,4152
2023-05-08 16:00:00,4212
2023-05-08 17:00:00,4287
2023-05-08 18:00:00,4309
2023-05-08 19:00:00,4370
2023-05-08 20:00:00,4412
2023-05-08 21:00:00,4485
2023-05-08 22:00:00,4538
2023-05-08 23:00:00,4495
2023-05-09 00:00:00,4381
2023-05-09 01:00:00,4358
2023-05-09 02:00:00,4176
2023-05-09 03:00:00,3847
2023-05-09 04:00:00,3523
2023-05-09 05:00:00,3264
2023-05-09 06:00:00,3091
2023-05-09 07:00:00,2978
2023-05-09 08:00:00,2925
2023-05-09 09:00:00,2962
2023-05-09 10:00:00,3156
2023-05-09 11:00:00,3458
2023-05-09 12:00:00,3760
2023-05-09 13:00:00,3868
2023-05-09 14:00:00,3912
2023-05-09 15:00:00,3974
2023-05-09 16:00:00,3992
2023-05-09 17:00:00,4045
2023-05-09 18:00:00,3981
2023-05-09 19:00:00,3990
2023-05-09 20:00:00,4202
2023-05-09 21:00:00,4141
2023-05-09 22:00:00,4157
2023-05-09 23:00:00,4112
2023-05-10 00:00:00,4025
2023-05-10 01:00:00,4048
2023-05-10 02:00:00,3895
2023-05-10 03:00:00,3611
2023-05-10 04:00:00,3313
2023-05-10 05:00:00,3090
2023-05-10 06:00:00,2954
2023-05-10 07:00:00,2878
2023-05-10 08:00:00,2848
2023-05-10 09:00:00,2913
2023-05-10 10:00:00,3159
2023-05-10 11:00:00,3431
2023-05-10 12:00:00,3709
2023-05-10 13:00:00,3843
2023-05-10 14:00:00,3907
2023-05-10 15:00:00,3956
2023-05-10 16:00:00,3987
2023-05-10 17:00:00,4053
2023-05-10 18:00:00,4049
2023-05-10 19:00:00,4090
2023-05-10 20:00:00,4088
2023-05-10 21:00:00,4191
2023-05-10 22:00:00,4259
2023-05-10 23:00:00,4214
2023-05-11 00:00:00,4094
2023-05-11 01:00:00,4086
2023-05-11 02:00:00,3934
2023-05-11 03:00:00,3640
2023-05-11 04:00:00,3334
2023-05-11 05:00:00,3117
2023-05-11 06:00:00,2983
2023-05-11 07:00:00,2895
2023-05-11 08:00:00,2859
2023-05-11 09:00:00,2918
2023-05-11 10:00:00,3167
2023-05-11 11:00:00,3478
2023-05-11 12:00:00,3750
2023-05-11 13:00:00,3876
2023-05-11 14:00:00,3992
2023-05-11 15:00:00,4084
2023-05-11 16:00:00,4167
2023-05-11 17:00:00,4247
2023-05-11 18:00:00,4308
2023-05-11 19:00:00,4409
2023-05-11 20:00:00,4458
2023-05-11 21:00:00,4550
2023-05-11 22:00:00,4579
2023-05-11 23:00:00,4528
2023-05-12 00:00:00,4390
2023-05-12 01:00:00,4355
2023-05-12 02:00:00,4200
2023-05-12 03:00:00,3917
2023-05-12 04:00:00,3599
2023-05-12 05:00:00,3344
2023-05-12 06:00:00,3173
2023-05-12 07:00:00,3061
2023-05-12 08:00:00,3010
2023-05-12 09:00:00,3039
2023-05-12 10:00:00,3233
2023-05-12 11:00:00,3477
2023-05-12 12:00:00,3832
2023-05-12 13:00:00,4058
2023-05-12 14:00:00,4248
2023-05-12 15:00:00,4421
2023-05-12 16:00:00,4585
2023-05-12 17:00:00,4740
2023-05-12 18:00:00,4868
2023-05-12 19:00:00,4977
2023-05-12 20:00:00,4983
2023-05-12 21:00:00,5082
2023-05-12 22:00:00,5141
2023-05-12 23:00:00,5015
2023-05-13 00:00:00,4794
2023-05-13 01:00:00,4691
2023-05-13 02:00:00,4560
2023-05-13 03:00:00,4281
2023-05-13 04:00:00,3972
2023-05-13 05:00:00,3705
2023-05-13 06:00:00,3503
2023-05-13 07:00:00,3370
2023-05-13 08:00:00,3276
2023-05-13 09:00:00,3257
2023-05-13 10:00:00,3306
2023-05-13 11:00:00,3386
2023-05-13 12:00:00,3563
2023-05-13 13:00:00,3798
2023-05-13 14:00:00,3981
2023-05-13 15:00:00,4094
2023-05-13 16:00:00,4134
2023-05-13 17:00:00,4152
2023-05-13 18:00:00,4124
2023-05-13 19:00:00,4074
2023-05-13 20:00:00,4045
2023-05-13 21:00:00,4047
2023-05-13 22:00:00,4052
2023-05-13 23:00:00,4023
2023-05-14 00:00:00,3972
2023-05-14 01:00:00,3965
2023-05-14 02:00:00,3874
2023-05-14 03:00:00,3690
2023-05-14 04:00:00,3458
2023-05-14 05:00:00,3229
2023-05-14 06:00:00,3054
2023-05-14 07:00:00,2943
2023-05-14 08:00:00,2868
2023-05-14 09:00:00,2834
2023-05-14 10:00:00,2843
2023-05-14 11:00:00,2875
2023-05-14 12:00:00,3016
2023-05-14 13:00:00,3211
2023-05-14 14:00:00,3395
2023-05-14 15:00:00,3506
2023-05-14 16:00:00,3561
2023-05-14 17:00:00,3612
2023-05-14 18:00:00,3647
2023-05-14 19:00:00,3716
2023-05-14 20:00:00,3816
2023-05-14 21:00:00,3897
2023-05-14 22:00:00,3918
2023-05-14 23:00:00,3872
2023-05-15 00:00:00,3805
2023-05-15 01:00:00,3850
2023-05-15 02:00:00,3768
2023-05-15 03:00:00,3545
2023-05-15 04:00:00,3271
2023-05-15 05:00:00,3066
2023-05-15 06:00:00,2927
2023-05-15 07:00:00,2825
2023-05-15 08:00:00,2786
2023-05-15 09:00:00,2819
2023-05-15 10:00:00,3025
2023-05-15 11:00:00,3334
2023-05-15 12:00:00,3627
2023-05-15 13:00:00,3788
2023-05-15 14:00:00,3897
2023-05-15 15:00:00,3973
2023-05-15 16:00:00,4015
2023-05-15 17:00:00,4099
2023-05-15 18:00:00,4124
2023-05-15 19:00:00,4182
2023-05-15 20:00:00,4238
2023-05-15 21:00:00,4292
2023-05-15 22:00:00,4352
2023-05-15 23:00:00,4298
2023-05-16 00:00:00,4159
2023-05-16 01:00:00,4137
2023-05-16 02:00:00,3987
2023-05-16 03:00:00,3692
2023-05-16 04:00:00,3399
2023-05-16 05:00:00,3179
2023-05-16 06:00:00,3023
2023-05-16 07:00:00,2949
2023-05-16 08:00:00,2910
2023-05-16 09:00:00,2948
2023-05-16 10:00:00,3135
2023-05-16 11:00:00,3415
2023-05-16 12:00:00,3721
2023-05-16 13:00:00,3919
2023-05-16 14:00:00,4060
2023-05-16 15:00:00,4198
2023-05-16 16:00:00,4279
2023-05-16 17:00:00,4392
2023-05-16 18:00:00,4454
2023-05-16 19:00:00,4526
2023-05-16 20:00:00,4625
2023-05-16 21:00:00,4633
2023-05-16 22:00:00,4621
2023-05-16 23:00:00,4556
2023-05-17 00:00:00,4450
2023-05-17 01:00:00,4464
2023-05-17 02:00:00,4328
2023-05-17 03:00:00,4009
2023-05-17 04:00:00,3680
2023-05-17 05:00:00,3424
2023-05-17 06:00:00,3251
2023-05-17 07:00:00,3130
2023-05-17 08:00:00,3061
2023-05-17 09:00:00,3076
2023-05-17 10:00:00,3234
2023-05-17 11:00:00,3512
2023-05-17 12:00:00,3767
2023-05-17 13:00:00,3888
2023-05-17 14:00:00,3937
2023-05-17 15:00:00,3989
2023-05-17 16:00:00,4026
2023-05-17 17:00:00,4031
2023-05-17 18:00:00,4027
2023-05-17 19:00:00,4015
2023-05-17 20:00:00,4050
2023-05-17 21:00:00,4081
2023-05-17 22:00:00,4111
2023-05-17 23:00:00,4019
2023-05-18 00:00:00,3906
2023-05-18 01:00:00,3918
2023-05-18 02:00:00,3778
2023-05-18 03:00:00,3502
2023-05-18 04:00:00,3228
2023-05-18 05:00:00,3027
2023-05-18 06:00:00,2902
2023-05-18 07:00:00,2844
2023-05-18 08:00:00,2831
2023-05-18 09:00:00,2899
2023-05-18 10:00:00,3113
2023-05-18 11:00:00,3466
2023-05-18 12:00:00,3721
2023-05-18 13:00:00,3806
2023-05-18 14:00:00,3840
2023-05-18 15:00:00,3862
2023-05-18 16:00:00,3884
2023-05-18 17:00:00,3905
2023-05-18 18:00:00,3904
2023-05-18 19:00:00,3908
2023-05-18 20:00:00,3890
2023-05-18 21:00:00,3934
2023-05-18 22:00:00,3964
2023-05-18 23:00:00,3900
2023-05-19 00:00:00,3828
2023-05-19 01:00:00,3873
2023-05-19 02:00:00,3761
2023-05-19 03:00:00,3506
2023-05-19 04:00:00,3241
2023-05-19 05:00:00,3045
2023-05-19 06:00:00,2923
2023-05-19 07:00:00,2857
2023-05-19 08:00:00,2842
2023-05-19 09:00:00,2890
2023-05-19 10:00:00,3103
2023-05-19 11:00:00,3374
2023-05-19 12:00:00,3675
2023-05-19 13:00:00,3831
2023-05-19 14:00:00,3924
2023-05-19 15:00:00,4013
2023-05-19 16:00:00,4061
2023-05-19 17:00:00,4072
2023-05-19 18:00:00,4088
2023-05-19 19:00:00,4026
2023-05-19 20:00:00,4045
2023-05-19 21:00:00,4073
2023-05-19 22:00:00,4099
2023-05-19 23:00:00,4002
2023-05-20 00:00:00,3875
2023-05-20 01:00:00,3820
2023-05-20 02:00:00,3725
2023-05-20 03:00:00,3519
2023-05-20 04:00:00,3287
2023-05-20 05:00:00,3081
2023-05-20 06:00:00,2966
2023-05-20 07:00:00,2888
2023-05-20 08:00:00,2847
2023-05-20 09:00:00,2849
2023-05-20 10:00:00,2900
2023-05-20 11:00:00,2988
2023-05-20 12:00:00,3164
2023-05-20 13:00:00,3376
2023-05-20 14:00:00,3557
2023-05-20 15:00:00,3677
2023-05-20 16:00:00,3747
2023-05-20 17:00:00,3772
2023-05-20 18:00:00,3770
2023-05-20 19:00:00,3771
2023-05-20 20:00:00,3780
2023-05-20 21:00:00,3819
2023-05-20 22:00:00,3858
2023-05-20 23:00:00,3872
2023-05-21 00:00:00,3847
2023-05-21 01:00:00,3879
2023-05-21 02:00:00,3822
2023-05-21 03:00:00,3670
2023-05-21 04:00:00,3467
2023-05-21 05:00:00,3246
2023-05-21 06:00:00,3077
2023-05-21 07:00:00,2942
2023-05-21 08:00:00,2849
2023-05-21 09:00:00,2813
2023-05-21 10:00:00,2824
2023-05-21 11:00:00,2854
2023-05-21 12:00:00,2991
2023-05-21 13:00:00,3182
2023-05-21 14:00:00,3368
2023-05-21 15:00:00,3497
2023-05-21 16:00:00,3554
2023-05-21 17:00:00,3594
2023-05-21 18:00:00,3677
2023-05-21 19:00:00,3742
2023-05-21 20:00:00,3824
2023-05-21 21:00:00,3933
2023-05-21 22:00:00,4062
2023-05-21 23:00:00,4086
2023-05-22 00:00:00,4031
2023-05-22 01:00:00,4054
2023-05-22 02:00:00,3966
2023-05-22 03:00:00,3752
2023-05-22 04:00:00,3442
2023-05-22 05:00:00,3218
2023-05-22 06:00:00,3019
2023-05-22 07:00:00,2941
2023-05-22 08:00:00,2936
2023-05-22 09:00:00,2985
2023-05-22 10:00:00,3148
2023-05-22 11:00:00,3408
2023-05-22 12:00:00,3715
2023-05-22 13:00:00,3925
2023-05-22 14:00:00,4065
2023-05-22 15:00:00,4145
2023-05-22 16:00:00,4245
2023-05-22 17:00:00,4354
2023-05-22 18:00:00,4450
2023-05-22 19:00:00,4527
2023-05-22 20:00:00,4588
2023-05-22 21:00:00,4669
2023-05-22 22:00:00,4714
2023-05-22 23:00:00,4611
2023-05-23 00:00:00,4436
2023-05-23 01:00:00,4354
2023-05-23 02:00:00,4228
2023-05-23 03:00:00,3882
2023-05-23 04:00:00,3544
2023-05-23 05:00:00,3301
2023-05-23 06:00:00,3132
2023-05-23 07:00:00,3055
2023-05-23 08:00:00,2973
2023-05-23 09:00:00,3036
2023-05-23 10:00:00,3185
2023-05-23 11:00:00,3469
2023-05-23 12:00:00,3784
2023-05-23 13:00:00,3925
2023-05-23 14:00:00,4001
2023-05-23 15:00:00,4080
2023-05-23 16:00:00,4160
2023-05-23 17:00:00,4228
2023-05-23 18:00:00,4302
2023-05-23 19:00:00,4357
2023-05-23 20:00:00,4416
2023-05-23 21:00:00,4475
2023-05-23 22:00:00,4476
2023-05-23 23:00:00,4359
2023-05-24 00:00:00,4205
2023-05-24 01:00:00,4162
2023-05-24 02:00:00,4066
2023-05-24 03:00:00,3735
2023-05-24 04:00:00,3420
2023-05-24 05:00:00,3153
2023-05-24 06:00:00,3029
2023-05-24 07:00:00,2948
2023-05-24 08:00:00,2930
2023-05-24 09:00:00,2955
2023-05-24 10:00:00,3124
2023-05-24 11:00:00,3431
2023-05-24 12:00:00,3695
2023-05-24 13:00:00,3839
2023-05-24 14:00:00,3901
2023-05-24 15:00:00,3987
2023-05-24 16:00:00,4085
2023-05-24 17:00:00,4200
2023-05-24 18:00:00,4319
2023-05-24 19:00:00,4441
2023-05-24 20:00:00,4579
2023-05-24 21:00:00,4731
2023-05-24 22:00:00,4791
2023-05-24 23:00:00,4692
2023-05-25 00:00:00,4569
2023-05-25 01:00:00,4548
2023-05-25 02:00:00,4394
2023-05-25 03:00:00,4010
2023-05-25 04:00:00,3654
2023-05-25 05:00:00,3337
2023-05-25 06:00:00,3138
2023-05-25 07:00:00,3003
2023-05-25 08:00:00,2934
2023-05-25 09:00:00,2950
2023-05-25 10:00:00,3086
2023-05-25 11:00:00,3386
2023-05-25 12:00:00,3673
2023-05-25 13:00:00,3837
2023-05-25 14:00:00,3853
2023-05-25 15:00:00,3919
2023-05-25 16:00:00,3939
2023-05-25 17:00:00,3978
2023-05-25 18:00:00,4005
2023-05-25 19:00:00,4040
2023-05-25 20:00:00,4096
2023-05-25 21:00:00,4187
2023-05-25 22:00:00,4255
2023-05-25 23:00:00,4180
2023-05-26 00:00:00,4022
2023-05-26 01:00:00,3969
2023-05-26 02:00:00,3906
2023-05-26 03:00:00,3636
2023-05-26 04:00:00,3369
2023-05-26 05:00:00,3148
2023-05-26 06:00:00,3018
2023-05-26 07:00:00,2951
2023-05-26 08:00:00,2905
2023-05-26 09:00:00,2937
2023-05-26 10:00:00,3095
2023-05-26 11:00:00,3325
2023-05-26 12:00:00,3617
2023-05-26 13:00:00,3745
2023-05-26 14:00:00,3884
2023-05-26 15:00:00,3969
2023-05-26 16:00:00,4007
2023-05-26 17:00:00,4030
2023-05-26 18:00:00,4068
2023-05-26 19:00:00,4081
2023-05-26 20:00:00,4126
2023-05-26 21:00:00,4210
2023-05-26 22:00:00,4268
2023-05-26 23:00:00,4184
2023-05-27 00:00:00,4015
2023-05-27 01:00:00,3914
2023-05-27 02:00:00,3789
2023-05-27 03:00:00,3537
2023-05-27 04:00:00,3286
2023-05-27 05:00:00,3074
2023-05-27 06:00:00,2923
2023-05-27 07:00:00,2836
2023-05-27 08:00:00,2787
2023-05-27 09:00:00,2776
2023-05-27 10:00:00,2791
2023-05-27 11:00:00,2871
2023-05-27 12:00:00,3040
2023-05-27 13:00:00,3255
2023-05-27 14:00:00,3438
2023-05-27 15:00:00,3571
2023-05-27 16:00:00,3669
2023-05-27 17:00:00,3734
2023-05-27 18:00:00,3776
2023-05-27 19:00:00,3838
2023-05-27 20:00:00,3932
2023-05-27 21:00:00,4050
2023-05-27 22:00:00,4125
2023-05-27 23:00:00,4092
2023-05-28 00:00:00,3931
2023-05-28 01:00:00,3841
2023-05-28 02:00:00,3738
2023-05-28 03:00:00,3534
2023-05-28 04:00:00,3314
2023-05-28 05:00:00,3115
2023-05-28 06:00:00,2966
2023-05-28 07:00:00,2851
2023-05-28 08:00:00,2796
2023-05-28 09:00:00,2771
2023-05-28 10:00:00,2763
2023-05-28 11:00:00,2808
2023-05-28 12:00:00,2955
2023-05-28 13:00:00,3157
2023-05-28 14:00:00,3345
2023-05-28 15:00:00,3487
2023-05-28 16:00:00,3597
2023-05-28 17:00:00,3676
2023-05-28 18:00:00,3747
2023-05-28 19:00:00,3804
2023-05-28 20:00:00,3818
2023-05-28 21:00:00,3854
2023-05-28 22:00:00,3928
2023-05-28 23:00:00,3939
2023-05-29 00:00:00,3851
2023-05-29 01:00:00,3834
2023-05-29 02:00:00,3785
2023-05-29 03:00:00,3628
2023-05-29 04:00:00,3423
2023-05-29 05:00:00,3242
2023-05-29 06:00:00,3111
2023-05-29 07:00:00,3016
2023-05-29 08:00:00,2960
2023-05-29 09:00:00,2953
2023-05-29 10:00:00,2972
2023-05-29 11:00:00,3033
2023-05-29 12:00:00,3192
2023-05-29 13:00:00,3421
2023-05-29 14:00:00,3704
2023-05-29 15:00:00,3957
2023-05-29 16:00:00,4163
2023-05-29 17:00:00,4310
2023-05-29 18:00:00,4406
2023-05-29 19:00:00,4443
2023-05-29 20:00:00,4414
2023-05-29 21:00:00,4383
2023-05-29 22:00:00,4365
2023-05-29 23:00:00,4261
2023-05-30 00:00:00,4100
2023-05-30 01:00:00,4030
