period,DPL
2023-03-14 18:00:00,1995
2023-03-14 19:00:00,1941
2023-03-14 20:00:00,1957
2023-03-14 21:00:00,2057
2023-03-14 22:00:00,2246
2023-03-14 23:00:00,2444
2023-03-15 00:00:00,2640
2023-03-15 01:00:00,2681
2023-03-15 02:00:00,2625
2023-03-15 03:00:00,2509
2023-03-15 04:00:00,2391
2023-03-15 05:00:00,2320
2023-03-15 06:00:00,2292
2023-03-15 07:00:00,2288
2023-03-15 08:00:00,2309
2023-03-15 09:00:00,2366
2023-03-15 10:00:00,2514
2023-03-15 11:00:00,2741
2023-03-15 12:00:00,2829
2023-03-15 13:00:00,2690
2023-03-15 14:00:00,2445
2023-03-15 15:00:00,2255
2023-03-15 16:00:00,2120
2023-03-15 17:00:00,2009
2023-03-15 18:00:00,1914
2023-03-15 19:00:00,1842
2023-03-15 20:00:00,1807
2023-03-15 21:00:00,1836
2023-03-15 22:00:00,1954
2023-03-15 23:00:00,2166
2023-03-16 00:00:00,2354
2023-03-16 01:00:00,2388
2023-03-16 02:00:00,2325
2023-03-16 03:00:00,2208
2023-03-16 04:00:00,2103
2023-03-16 05:00:00,2045
2023-03-16 06:00:00,2022
2023-03-16 07:00:00,2032
2023-03-16 08:00:00,2067
2023-03-16 09:00:00,2146
2023-03-16 10:00:00,2321
2023-03-16 11:00:00,2566
2023-03-16 12:00:00,2649
2023-03-16 13:00:00,2473
2023-03-16 14:00:00,2226
2023-03-16 15:00:00,1977
2023-03-16 16:00:00,1810
2023-03-16 17:00:00,1693
2023-03-16 18:00:00,1616
2023-03-16 19:00:00,1558
2023-03-16 20:00:00,1536
2023-03-16 21:00:00,1572
2023-03-16 22:00:00,1684
2023-03-16 23:00:00,1866
2023-03-17 00:00:00,2030
2023-03-17 01:00:00,2074
2023-03-17 02:00:00,2028
2023-03-17 03:00:00,1931
2023-03-17 04:00:00,1834
2023-03-17 05:00:00,1769
2023-03-17 06:00:00,1745
2023-03-17 07:00:00,1745
2023-03-17 08:00:00,1767
2023-03-17 09:00:00,1813
2023-03-17 10:00:00,1932
2023-03-17 11:00:00,2121
2023-03-17 12:00:00,2196
2023-03-17 13:00:00,2089
2023-03-17 14:00:00,1940
2023-03-17 15:00:00,1857
2023-03-17 16:00:00,1773
2023-03-17 17:00:00,1766
2023-03-17 18:00:00,1763
2023-03-17 19:00:00,1777
2023-03-17 20:00:00,1804
2023-03-17 21:00:00,1831
2023-03-17 22:00:00,1873
2023-03-17 23:00:00,1889
2023-03-18 00:00:00,1949
2023-03-18 01:00:00,1928
2023-03-18 02:00:00,1851
2023-03-18 03:00:00,1748
2023-03-18 04:00:00,1645
2023-03-18 05:00:00,1560
2023-03-18 06:00:00,1514
2023-03-18 07:00:00,1500
2023-03-18 08:00:00,1510
2023-03-18 09:00:00,1552
2023-03-18 10:00:00,1631
2023-03-18 11:00:00,1748
2023-03-18 12:00:00,1857
2023-03-18 13:00:00,1927
2023-03-18 14:00:00,1924
2023-03-18 15:00:00,1824
2023-03-18 16:00:00,1694
2023-03-18 17:00:00,1593
2023-03-18 18:00:00,1506
2023-03-18 19:00:00,1446
2023-03-18 20:00:00,1440
2023-03-18 21:00:00,1472
2023-03-18 22:00:00,1583
2023-03-18 23:00:00,1760
2023-03-19 00:00:00,1930
2023-03-19 01:00:00,2002
2023-03-19 02:00:00,2003
2023-03-19 03:00:00,1958
2023-03-19 04:00:00,1893
2023-03-19 05:00:00,1852
2023-03-19 06:00:00,1846
2023-03-19 07:00:00,1864
2023-03-19 08:00:00,1892
2023-03-19 09:00:00,1951
2023-03-19 10:00:00,2050
2023-03-19 11:00:00,2184
2023-03-19 12:00:00,2304
2023-03-19 13:00:00,2244
2023-03-19 14:00:00,2130
2023-03-19 15:00:00,2038
2023-03-19 16:00:00,1955
2023-03-19 17:00:00,1892
2023-03-19 18:00:00,1834
2023-03-19 19:00:00,1792
2023-03-19 20:00:00,1774
2023-03-19 21:00:00,1809
2023-03-19 22:00:00,1933
2023-03-19 23:00:00,2161
2023-03-20 00:00:00,2385
2023-03-20 01:00:00,2449
2023-03-20 02:00:00,2410
2023-03-20 03:00:00,2320
2023-03-20 04:00:00,2220
2023-03-20 05:00:00,2170
2023-03-20 06:00:00,2154
2023-03-20 07:00:00,2165
2023-03-20 08:00:00,2197
2023-03-20 09:00:00,2284
2023-03-20 10:00:00,2468
2023-03-20 11:00:00,2742
2023-03-20 12:00:00,2833
2023-03-20 13:00:00,2573
2023-03-20 14:00:00,2256
2023-03-20 15:00:00,2066
2023-03-20 16:00:00,1921
2023-03-20 17:00:00,1803
2023-03-20 18:00:00,1714
2023-03-20 19:00:00,1646
2023-03-20 20:00:00,1620
2023-03-20 21:00:00,1654
2023-03-20 22:00:00,1778
2023-03-20 23:00:00,1980
2023-03-21 00:00:00,2183
2023-03-21 01:00:00,2254
2023-03-21 02:00:00,2209
2023-03-21 03:00:00,2118
2023-03-21 04:00:00,2044
2023-03-21 05:00:00,2017
2023-03-21 06:00:00,2029
2023-03-21 07:00:00,2058
2023-03-21 08:00:00,2105
2023-03-21 09:00:00,2199
2023-03-21 10:00:00,2379
2023-03-21 11:00:00,2641
2023-03-21 12:00:00,2716
2023-03-21 13:00:00,2425
2023-03-21 14:00:00,2072
2023-03-21 15:00:00,1852
2023-03-21 16:00:00,1698
2023-03-21 17:00:00,1600
2023-03-21 18:00:00,1546
2023-03-21 19:00:00,1511
2023-03-21 20:00:00,1508
2023-03-21 21:00:00,1565
2023-03-21 22:00:00,1714
2023-03-21 23:00:00,1890
2023-03-22 00:00:00,2026
2023-03-22 01:00:00,2063
2023-03-22 02:00:00,2001
2023-03-22 03:00:00,1895
2023-03-22 04:00:00,1807
2023-03-22 05:00:00,1773
2023-03-22 06:00:00,1773
2023-03-22 07:00:00,1793
2023-03-22 08:00:00,1819
2023-03-22 09:00:00,1874
2023-03-22 10:00:00,2005
2023-03-22 11:00:00,2207
2023-03-22 12:00:00,2285
2023-03-22 13:00:00,2213
2023-03-22 14:00:00,2112
2023-03-22 15:00:00,1984
2023-03-22 16:00:00,1750
2023-03-22 17:00:00,1581
2023-03-22 18:00:00,1546
2023-03-22 19:00:00,1512
2023-03-22 20:00:00,1531
2023-03-22 21:00:00,1605
2023-03-22 22:00:00,1668
2023-03-22 23:00:00,1840
2023-03-23 00:00:00,1942
2023-03-23 01:00:00,1947
2023-03-23 02:00:00,1864
2023-03-23 03:00:00,1732
2023-03-23 04:00:00,1618
2023-03-23 05:00:00,1551
2023-03-23 06:00:00,1520
2023-03-23 07:00:00,1508
2023-03-23 08:00:00,1518
2023-03-23 09:00:00,1566
2023-03-23 10:00:00,1697
2023-03-23 11:00:00,1907
2023-03-23 12:00:00,2000
2023-03-23 13:00:00,1971
2023-03-23 14:00:00,1902
2023-03-23 15:00:00,1902
2023-03-23 16:00:00,1895
2023-03-23 17:00:00,1784
2023-03-23 18:00:00,1653
2023-03-23 19:00:00,1618
2023-03-23 20:00:00,1575
2023-03-23 21:00:00,1679
2023-03-23 22:00:00,1743
2023-03-23 23:00:00,1793
2023-03-24 00:00:00,1894
2023-03-24 01:00:00,1902
2023-03-24 02:00:00,1812
2023-03-24 03:00:00,1678
2023-03-24 04:00:00,1546
2023-03-24 05:00:00,1456
2023-03-24 06:00:00,1401
2023-03-24 07:00:00,1376
2023-03-24 08:00:00,1367
2023-03-24 09:00:00,1398
2023-03-24 10:00:00,1495
2023-03-24 11:00:00,1670
2023-03-24 12:00:00,1761
2023-03-24 13:00:00,1789
2023-03-24 14:00:00,1825
2023-03-24 15:00:00,1884
2023-03-24 16:00:00,1884
2023-03-24 17:00:00,1889
2023-03-24 18:00:00,1886
2023-03-24 19:00:00,1843
2023-03-24 20:00:00,1855
2023-03-24 21:00:00,1884
2023-03-24 22:00:00,1935
2023-03-24 23:00:00,1993
2023-03-25 00:00:00,2044
2023-03-25 01:00:00,2020
2023-03-25 02:00:00,1950
2023-03-25 03:00:00,1854
2023-03-25 04:00:00,1760
2023-03-25 05:00:00,1693
2023-03-25 06:00:00,1654
2023-03-25 07:00:00,1637
2023-03-25 08:00:00,1635
2023-03-25 09:00:00,1658
2023-03-25 10:00:00,1710
2023-03-25 11:00:00,1790
2023-03-25 12:00:00,1888
2023-03-25 13:00:00,1986
2023-03-25 14:00:00,2053
2023-03-25 15:00:00,2063
2023-03-25 16:00:00,2046
2023-03-25 17:00:00,2025
2023-03-25 18:00:00,1980
2023-03-25 19:00:00,1888
2023-03-25 20:00:00,1825
2023-03-25 21:00:00,1812
2023-03-25 22:00:00,1800
2023-03-25 23:00:00,1820
2023-03-26 00:00:00,1883
2023-03-26 01:00:00,1873
2023-03-26 02:00:00,1814
2023-03-26 03:00:00,1721
2023-03-26 04:00:00,1622
2023-03-26 05:00:00,1539
2023-03-26 06:00:00,1485
2023-03-26 07:00:00,1458
2023-03-26 08:00:00,1454
2023-03-26 09:00:00,1479
2023-03-26 10:00:00,1534
2023-03-26 11:00:00,1621
2023-03-26 12:00:00,1684
2023-03-26 13:00:00,1609
2023-03-26 14:00:00,1523
2023-03-26 15:00:00,1457
2023-03-26 16:00:00,1400
2023-03-26 17:00:00,1356
2023-03-26 18:00:00,1318
2023-03-26 19:00:00,1294
2023-03-26 20:00:00,1305
2023-03-26 21:00:00,1367
2023-03-26 22:00:00,1484
2023-03-26 23:00:00,1640
2023-03-27 00:00:00,1775
2023-03-27 01:00:00,1820
2023-03-27 02:00:00,1752
2023-03-27 03:00:00,1651
2023-03-27 04:00:00,1557
2023-03-27 05:00:00,1506
2023-03-27 06:00:00,1486
2023-03-27 07:00:00,1496
2023-03-27 08:00:00,1530
2023-03-27 09:00:00,1606
2023-03-27 10:00:00,1758
2023-03-27 11:00:00,1993
2023-03-27 12:00:00,2084
2023-03-27 13:00:00,1925
2023-03-27 14:00:00,1704
2023-03-27 15:00:00,1609
2023-03-27 16:00:00,1641
2023-03-27 17:00:00,1711
2023-03-27 18:00:00,1781
2023-03-27 19:00:00,1802
2023-03-27 20:00:00,1782
2023-03-27 21:00:00,1816
2023-03-27 22:00:00,1888
2023-03-27 23:00:00,1939
2023-03-28 00:00:00,1984
2023-03-28 01:00:00,1968
2023-03-28 02:00:00,1886
2023-03-28 03:00:00,1773
2023-03-28 04:00:00,1666
2023-03-28 05:00:00,1604
2023-03-28 06:00:00,1583
2023-03-28 07:00:00,1588
2023-03-28 08:00:00,1617
2023-03-28 09:00:00,1686
2023-03-28 10:00:00,1846
2023-03-28 11:00:00,2075
2023-03-28 12:00:00,2160
2023-03-28 13:00:00,2083
2023-03-28 14:00:00,1875
2023-03-28 15:00:00,1738
2023-03-28 16:00:00,1675
2023-03-28 17:00:00,1634
2023-03-28 18:00:00,1620
2023-03-28 19:00:00,1588
2023-03-28 20:00:00,1604
2023-03-28 21:00:00,1629
2023-03-28 22:00:00,1747
2023-03-28 23:00:00,1866
2023-03-29 00:00:00,2010
2023-03-29 01:00:00,2050
2023-03-29 02:00:00,1987
2023-03-29 03:00:00,1869
2023-03-29 04:00:00,1760
2023-03-29 05:00:00,1698
2023-03-29 06:00:00,1674
2023-03-29 07:00:00,1674
2023-03-29 08:00:00,1693
2023-03-29 09:00:00,1753
2023-03-29 10:00:00,1914
2023-03-29 11:00:00,2154
2023-03-29 12:00:00,2216
2023-03-29 13:00:00,1998
2023-03-29 14:00:00,1799
2023-03-29 15:00:00,1663
2023-03-29 16:00:00,1569
2023-03-29 17:00:00,1532
2023-03-29 18:00:00,1482
2023-03-29 19:00:00,1459
2023-03-29 20:00:00,1498
2023-03-29 21:00:00,1582
2023-03-29 22:00:00,1670
2023-03-29 23:00:00,1800
2023-03-30 00:00:00,1956
2023-03-30 01:00:00,2013
2023-03-30 02:00:00,1953
2023-03-30 03:00:00,1840
2023-03-30 04:00:00,1735
2023-03-30 05:00:00,1679
2023-03-30 06:00:00,1663
2023-03-30 07:00:00,1669
2023-03-30 08:00:00,1703
2023-03-30 09:00:00,1789
2023-03-30 10:00:00,1963
2023-03-30 11:00:00,2222
2023-03-30 12:00:00,2288
2023-03-30 13:00:00,2092
2023-03-30 14:00:00,1928
2023-03-30 15:00:00,1813
2023-03-30 16:00:00,1726
2023-03-30 17:00:00,1660
2023-03-30 18:00:00,1601
2023-03-30 19:00:00,1554
2023-03-30 20:00:00,1542
2023-03-30 21:00:00,1580
2023-03-30 22:00:00,1682
2023-03-30 23:00:00,1867
2023-03-31 00:00:00,2063
2023-03-31 01:00:00,2153
2023-03-31 02:00:00,2118
2023-03-31 03:00:00,2025
2023-03-31 04:00:00,1936
2023-03-31 05:00:00,1895
2023-03-31 06:00:00,1882
2023-03-31 07:00:00,1884
2023-03-31 08:00:00,1907
2023-03-31 09:00:00,1968
2023-03-31 10:00:00,2101
2023-03-31 11:00:00,2300
2023-03-31 12:00:00,2325
2023-03-31 13:00:00,2211
2023-03-31 14:00:00,2062
2023-03-31 15:00:00,1919
2023-03-31 16:00:00,1800
2023-03-31 17:00:00,1718
2023-03-31 18:00:00,1629
2023-03-31 19:00:00,1574
2023-03-31 20:00:00,1657
2023-03-31 21:00:00,1754
2023-03-31 22:00:00,1817
2023-03-31 23:00:00,1847
2023-04-01 00:00:00,1882
2023-04-01 01:00:00,1861
2023-04-01 02:00:00,1789
2023-04-01 03:00:00,1684
2023-04-01 04:00:00,1575
2023-04-01 05:00:00,1497
2023-04-01 06:00:00,1439
2023-04-01 07:00:00,1405
2023-04-01 08:00:00,1387
2023-04-01 09:00:00,1388
2023-04-01 10:00:00,1418
2023-04-01 11:00:00,1481
2023-04-01 12:00:00,1558
2023-04-01 13:00:00,1648
2023-04-01 14:00:00,1734
2023-04-01 15:00:00,1762
2023-04-01 16:00:00,1748
2023-04-01 17:00:00,1705
2023-04-01 18:00:00,1552
2023-04-01 19:00:00,1425
2023-04-01 20:00:00,1380
2023-04-01 21:00:00,1430
2023-04-01 22:00:00,1581
2023-04-01 23:00:00,1667
2023-04-02 00:00:00,1711
2023-04-02 01:00:00,1698
2023-04-02 02:00:00,1634
2023-04-02 03:00:00,1567
2023-04-02 04:00:00,1489
2023-04-02 05:00:00,1441
2023-04-02 06:00:00,1422
2023-04-02 07:00:00,1425
2023-04-02 08:00:00,1443
2023-04-02 09:00:00,1485
2023-04-02 10:00:00,1556
2023-04-02 11:00:00,1649
2023-04-02 12:00:00,1736
2023-04-02 13:00:00,1687
2023-04-02 14:00:00,1627
2023-04-02 15:00:00,1558
2023-04-02 16:00:00,1498
2023-04-02 17:00:00,1448
2023-04-02 18:00:00,1404
2023-04-02 19:00:00,1370
2023-04-02 20:00:00,1368
2023-04-02 21:00:00,1423
2023-04-02 22:00:00,1531
2023-04-02 23:00:00,1703
2023-04-03 00:00:00,1858
2023-04-03 01:00:00,1930
2023-04-03 02:00:00,1894
2023-04-03 03:00:00,1814
2023-04-03 04:00:00,1737
2023-04-03 05:00:00,1701
2023-04-03 06:00:00,1698
2023-04-03 07:00:00,1718
2023-04-03 08:00:00,1755
2023-04-03 09:00:00,1835
2023-04-03 10:00:00,1996
2023-04-03 11:00:00,2235
2023-04-03 12:00:00,2255
2023-04-03 13:00:00,2006
2023-04-03 14:00:00,1817
2023-04-03 15:00:00,1663
2023-04-03 16:00:00,1569
2023-04-03 17:00:00,1588
2023-04-03 18:00:00,1565
2023-04-03 19:00:00,1468
2023-04-03 20:00:00,1539
2023-04-03 21:00:00,1632
2023-04-03 22:00:00,1696
2023-04-03 23:00:00,1773
2023-04-04 00:00:00,1892
2023-04-04 01:00:00,1917
2023-04-04 02:00:00,1827
2023-04-04 03:00:00,1696
2023-04-04 04:00:00,1573
2023-04-04 05:00:00,1491
2023-04-04 06:00:00,1450
2023-04-04 07:00:00,1432
2023-04-04 08:00:00,1441
2023-04-04 09:00:00,1484
2023-04-04 10:00:00,1606
2023-04-04 11:00:00,1791
2023-04-04 12:00:00,1815
2023-04-04 13:00:00,1680
2023-04-04 14:00:00,1605
2023-04-04 15:00:00,1546
2023-04-04 16:00:00,1485
2023-04-04 17:00:00,1470
2023-04-04 18:00:00,1478
2023-04-04 19:00:00,1493
2023-04-04 20:00:00,1537
2023-04-04 21:00:00,1604
2023-04-04 22:00:00,1695
2023-04-04 23:00:00,1835
2023-04-05 00:00:00,1923
2023-04-05 01:00:00,1933
2023-04-05 02:00:00,1831
2023-04-05 03:00:00,1679
2023-04-05 04:00:00,1537
2023-04-05 05:00:00,1431
2023-04-05 06:00:00,1367
2023-04-05 07:00:00,1330
2023-04-05 08:00:00,1322
2023-04-05 09:00:00,1347
2023-04-05 10:00:00,1448
2023-04-05 11:00:00,1630
2023-04-05 12:00:00,1697
2023-04-05 13:00:00,1665
2023-04-05 14:00:00,1583
2023-04-05 15:00:00,1547
2023-04-05 16:00:00,1560
2023-04-05 17:00:00,1609
2023-04-05 18:00:00,1674
2023-04-05 19:00:00,1734
2023-04-05 20:00:00,1742
2023-04-05 21:00:00,1843
2023-04-05 22:00:00,1963
2023-04-05 23:00:00,2024
2023-04-06 00:00:00,2057
2023-04-06 01:00:00,2049
2023-04-06 02:00:00,1933
2023-04-06 03:00:00,1774
2023-04-06 04:00:00,1621
2023-04-06 05:00:00,1515
2023-04-06 06:00:00,1446
2023-04-06 07:00:00,1406
2023-04-06 08:00:00,1389
2023-04-06 09:00:00,1407
2023-04-06 10:00:00,1490
2023-04-06 11:00:00,1638
2023-04-06 12:00:00,1698
2023-04-06 13:00:00,1676
2023-04-06 14:00:00,1713
2023-04-06 15:00:00,1709
2023-04-06 16:00:00,1791
2023-04-06 17:00:00,1802
2023-04-06 18:00:00,1870
2023-04-06 19:00:00,1961
2023-04-06 20:00:00,2066
2023-04-06 21:00:00,2164
2023-04-06 22:00:00,2221
2023-04-06 23:00:00,2260
2023-04-07 00:00:00,2231
2023-04-07 01:00:00,2085
2023-04-07 02:00:00,1928
2023-04-07 03:00:00,1756
2023-04-07 04:00:00,1586
2023-04-07 05:00:00,1456
2023-04-07 06:00:00,1370
2023-04-07 07:00:00,1324
2023-04-07 08:00:00,1301
2023-04-07 09:00:00,1312
2023-04-07 10:00:00,1374
2023-04-07 11:00:00,1486
2023-04-07 12:00:00,1580
2023-04-07 13:00:00,1666
2023-04-07 14:00:00,1731
2023-04-07 15:00:00,1743
2023-04-07 16:00:00,1723
2023-04-07 17:00:00,1720
2023-04-07 18:00:00,1696
2023-04-07 19:00:00,1734
2023-04-07 20:00:00,1748
2023-04-07 21:00:00,1773
2023-04-07 22:00:00,1820
2023-04-07 23:00:00,1831
2023-04-08 00:00:00,1878
2023-04-08 01:00:00,1882
2023-04-08 02:00:00,1823
2023-04-08 03:00:00,1729
2023-04-08 04:00:00,1634
2023-04-08 05:00:00,1560
2023-04-08 06:00:00,1516
2023-04-08 07:00:00,1496
2023-04-08 08:00:00,1499
2023-04-08 09:00:00,1525
2023-04-08 10:00:00,1589
2023-04-08 11:00:00,1689
2023-04-08 12:00:00,1778
2023-04-08 13:00:00,1822
2023-04-08 14:00:00,1763
2023-04-08 15:00:00,1658
2023-04-08 16:00:00,1571
2023-04-08 17:00:00,1467
2023-04-08 18:00:00,1455
2023-04-08 19:00:00,1554
2023-04-08 20:00:00,1612
2023-04-08 21:00:00,1705
2023-04-08 22:00:00,1798
2023-04-08 23:00:00,1869
2023-04-09 00:00:00,1949
2023-04-09 01:00:00,1977
2023-04-09 02:00:00,1930
2023-04-09 03:00:00,1842
2023-04-09 04:00:00,1753
2023-04-09 05:00:00,1683
2023-04-09 06:00:00,1650
2023-04-09 07:00:00,1641
2023-04-09 08:00:00,1650
2023-04-09 09:00:00,1684
2023-04-09 10:00:00,1748
2023-04-09 11:00:00,1845
2023-04-09 12:00:00,1893
2023-04-09 13:00:00,1778
2023-04-09 14:00:00,1634
2023-04-09 15:00:00,1517
2023-04-09 16:00:00,1439
2023-04-09 17:00:00,1392
2023-04-09 18:00:00,1343
2023-04-09 19:00:00,1310
2023-04-09 20:00:00,1294
2023-04-09 21:00:00,1326
2023-04-09 22:00:00,1415
2023-04-09 23:00:00,1536
2023-04-10 00:00:00,1687
2023-04-10 01:00:00,1786
2023-04-10 02:00:00,1758
2023-04-10 03:00:00,1690
2023-04-10 04:00:00,1624
2023-04-10 05:00:00,1590
2023-04-10 06:00:00,1593
2023-04-10 07:00:00,1624
2023-04-10 08:00:00,1673
2023-04-10 09:00:00,1769
2023-04-10 10:00:00,1926
2023-04-10 11:00:00,2114
2023-04-10 12:00:00,2136
2023-04-10 13:00:00,1917
2023-04-10 14:00:00,1733
2023-04-10 15:00:00,1613
2023-04-10 16:00:00,1529
2023-04-10 17:00:00,1472
2023-04-10 18:00:00,1431
2023-04-10 19:00:00,1407
2023-04-10 20:00:00,1410
2023-04-10 21:00:00,1454
2023-04-10 22:00:00,1547
2023-04-10 23:00:00,1695
2023-04-11 00:00:00,1818
2023-04-11 01:00:00,1866
2023-04-11 02:00:00,1794
2023-04-11 03:00:00,1687
2023-04-11 04:00:00,1592
2023-04-11 05:00:00,1538
2023-04-11 06:00:00,1524
2023-04-11 07:00:00,1535
2023-04-11 08:00:00,1567
2023-04-11 09:00:00,1636
2023-04-11 10:00:00,1778
2023-04-11 11:00:00,1961
2023-04-11 12:00:00,1977
2023-04-11 13:00:00,1845
2023-04-11 14:00:00,1723
2023-04-11 15:00:00,1638
2023-04-11 16:00:00,1570
2023-04-11 17:00:00,1535
2023-04-11 18:00:00,1517
2023-04-11 19:00:00,1515
2023-04-11 20:00:00,1541
2023-04-11 21:00:00,1600
2023-04-11 22:00:00,1687
2023-04-11 23:00:00,1749
2023-04-12 00:00:00,1811
2023-04-12 01:00:00,1836
2023-04-12 02:00:00,1744
2023-04-12 03:00:00,1614
2023-04-12 04:00:00,1488
2023-04-12 05:00:00,1404
2023-04-12 06:00:00,1359
2023-04-12 07:00:00,1337
2023-04-12 08:00:00,1337
2023-04-12 09:00:00,1373
2023-04-12 10:00:00,1475
2023-04-12 11:00:00,1626
2023-04-12 12:00:00,1672
2023-04-12 13:00:00,1621
2023-04-12 14:00:00,1517
2023-04-12 15:00:00,1475
2023-04-12 16:00:00,1460
2023-04-12 17:00:00,1471
2023-04-12 18:00:00,1505
2023-04-12 19:00:00,1554
2023-04-12 20:00:00,1619
2023-04-12 21:00:00,1709
2023-04-12 22:00:00,1823
2023-04-12 23:00:00,1947
2023-04-13 00:00:00,1992
2023-04-13 01:00:00,1994
2023-04-13 02:00:00,1878
2023-04-13 03:00:00,1712
2023-04-13 04:00:00,1553
2023-04-13 05:00:00,1438
2023-04-13 06:00:00,1365
2023-04-13 07:00:00,1327
2023-04-13 08:00:00,1312
2023-04-13 09:00:00,1335
2023-04-13 10:00:00,1423
2023-04-13 11:00:00,1562
2023-04-13 12:00:00,1595
2023-04-13 13:00:00,1542
2023-04-13 14:00:00,1539
2023-04-13 15:00:00,1567
2023-04-13 16:00:00,1608
2023-04-13 17:00:00,1668
2023-04-13 18:00:00,1739
2023-04-13 19:00:00,1813
2023-04-13 20:00:00,1897
2023-04-13 21:00:00,1990
2023-04-13 22:00:00,2091
2023-04-13 23:00:00,2182
2023-04-14 00:00:00,2180
2023-04-14 01:00:00,2137
2023-04-14 02:00:00,1991
2023-04-14 03:00:00,1796
2023-04-14 04:00:00,1620
2023-04-14 05:00:00,1494
2023-04-14 06:00:00,1409
2023-04-14 07:00:00,1362
2023-04-14 08:00:00,1338
2023-04-14 09:00:00,1349
2023-04-14 10:00:00,1424
2023-04-14 11:00:00,1539
2023-04-14 12:00:00,1577
2023-04-14 13:00:00,1553
2023-04-14 14:00:00,1564
2023-04-14 15:00:00,1607
2023-04-14 16:00:00,1662
2023-04-14 17:00:00,1716
2023-04-14 18:00:00,1774
2023-04-14 19:00:00,1839
2023-04-14 20:00:00,1926
2023-04-14 21:00:00,2000
2023-04-14 22:00:00,2014
2023-04-14 23:00:00,1988
2023-04-15 00:00:00,1984
2023-04-15 01:00:00,1976
2023-04-15 02:00:00,1896
2023-04-15 03:00:00,1769
2023-04-15 04:00:00,1633
2023-04-15 05:00:00,1517
2023-04-15 06:00:00,1436
2023-04-15 07:00:00,1385
2023-04-15 08:00:00,1355
2023-04-15 09:00:00,1350
2023-04-15 10:00:00,1370
2023-04-15 11:00:00,1408
2023-04-15 12:00:00,1473
2023-04-15 13:00:00,1557
2023-04-15 14:00:00,1587
2023-04-15 15:00:00,1598
2023-04-15 16:00:00,1633
2023-04-15 17:00:00,1713
2023-04-15 18:00:00,1763
2023-04-15 19:00:00,1760
2023-04-15 20:00:00,1772
2023-04-15 21:00:00,1785
2023-04-15 22:00:00,1855
2023-04-15 23:00:00,1863
2023-04-16 00:00:00,1873
2023-04-16 01:00:00,1866
2023-04-16 02:00:00,1775
2023-04-16 03:00:00,1651
2023-04-16 04:00:00,1527
2023-04-16 05:00:00,1423
2023-04-16 06:00:00,1351
2023-04-16 07:00:00,1307
2023-04-16 08:00:00,1280
2023-04-16 09:00:00,1272
2023-04-16 10:00:00,1284
2023-04-16 11:00:00,1314
2023-04-16 12:00:00,1362
2023-04-16 13:00:00,1424
2023-04-16 14:00:00,1469
2023-04-16 15:00:00,1483
2023-04-16 16:00:00,1536
2023-04-16 17:00:00,1663
2023-04-16 18:00:00,1777
2023-04-16 19:00:00,1826
2023-04-16 20:00:00,1824
2023-04-16 21:00:00,1887
2023-04-16 22:00:00,1949
2023-04-16 23:00:00,1986
2023-04-17 00:00:00,1994
2023-04-17 01:00:00,1992
2023-04-17 02:00:00,1878
2023-04-17 03:00:00,1724
2023-04-17 04:00:00,1575
2023-04-17 05:00:00,1462
2023-04-17 06:00:00,1389
2023-04-17 07:00:00,1353
2023-04-17 08:00:00,1338
2023-04-17 09:00:00,1362
2023-04-17 10:00:00,1447
2023-04-17 11:00:00,1608
2023-04-17 12:00:00,1665
2023-04-17 13:00:00,1667
2023-04-17 14:00:00,1663
2023-04-17 15:00:00,1574
2023-04-17 16:00:00,1480
2023-04-17 17:00:00,1475
2023-04-17 18:00:00,1486
2023-04-17 19:00:00,1505
2023-04-17 20:00:00,1523
2023-04-17 21:00:00,1639
2023-04-17 22:00:00,1704
2023-04-17 23:00:00,1803
2023-04-18 00:00:00,1814
2023-04-18 01:00:00,1808
2023-04-18 02:00:00,1711
2023-04-18 03:00:00,1571
2023-04-18 04:00:00,1452
2023-04-18 05:00:00,1358
2023-04-18 06:00:00,1309
2023-04-18 07:00:00,1285
2023-04-18 08:00:00,1287
2023-04-18 09:00:00,1320
2023-04-18 10:00:00,1433
2023-04-18 11:00:00,1609
2023-04-18 12:00:00,1619
2023-04-18 13:00:00,1512
2023-04-18 14:00:00,1450
2023-04-18 15:00:00,1414
2023-04-18 16:00:00,1399
2023-04-18 17:00:00,1391
2023-04-18 18:00:00,1387
2023-04-18 19:00:00,1378
2023-04-18 20:00:00,1412
2023-04-18 21:00:00,1479
2023-04-18 22:00:00,1582
2023-04-18 23:00:00,1708
2023-04-19 00:00:00,1786
2023-04-19 01:00:00,1817
2023-04-19 02:00:00,1728
2023-04-19 03:00:00,1585
2023-04-19 04:00:00,1468
2023-04-19 05:00:00,1386
2023-04-19 06:00:00,1348
2023-04-19 07:00:00,1339
2023-04-19 08:00:00,1353
2023-04-19 09:00:00,1408
2023-04-19 10:00:00,1545
2023-04-19 11:00:00,1745
2023-04-19 12:00:00,1755
2023-04-19 13:00:00,1613
2023-04-19 14:00:00,1512
2023-04-19 15:00:00,1455
2023-04-19 16:00:00,1415
2023-04-19 17:00:00,1390
2023-04-19 18:00:00,1381
2023-04-19 19:00:00,1386
2023-04-19 20:00:00,1425
2023-04-19 21:00:00,1486
2023-04-19 22:00:00,1589
2023-04-19 23:00:00,1720
2023-04-20 00:00:00,1806
2023-04-20 01:00:00,1840
2023-04-20 02:00:00,1747
2023-04-20 03:00:00,1601
