period,DPL
2023-04-20 04:00:00,1467
2023-04-20 05:00:00,1380
2023-04-20 06:00:00,1336
2023-04-20 07:00:00,1319
2023-04-20 08:00:00,1323
2023-04-20 09:00:00,1361
2023-04-20 10:00:00,1473
2023-04-20 11:00:00,1641
2023-04-20 12:00:00,1660
2023-04-20 13:00:00,1546
2023-04-20 14:00:00,1481
2023-04-20 15:00:00,1464
2023-04-20 16:00:00,1452
2023-04-20 17:00:00,1466
2023-04-20 18:00:00,1500
2023-04-20 19:00:00,1549
2023-04-20 20:00:00,1621
2023-04-20 21:00:00,1706
2023-04-20 22:00:00,1798
2023-04-20 23:00:00,1891
2023-04-21 00:00:00,1920
2023-04-21 01:00:00,1917
2023-04-21 02:00:00,1804
2023-04-21 03:00:00,1645
2023-04-21 04:00:00,1503
2023-04-21 05:00:00,1402
2023-04-21 06:00:00,1344
2023-04-21 07:00:00,1314
2023-04-21 08:00:00,1304
2023-04-21 09:00:00,1336
2023-04-21 10:00:00,1434
2023-04-21 11:00:00,1592
2023-04-21 12:00:00,1650
2023-04-21 13:00:00,1629
2023-04-21 14:00:00,1608
2023-04-21 15:00:00,1568
2023-04-21 16:00:00,1547
2023-04-21 17:00:00,1597
2023-04-21 18:00:00,1673
2023-04-21 19:00:00,1763
2023-04-21 20:00:00,1869
2023-04-21 21:00:00,1981
2023-04-21 22:00:00,2072
2023-04-21 23:00:00,2138
2023-04-22 00:00:00,2103
2023-04-22 01:00:00,2073
2023-04-22 02:00:00,1943
2023-04-22 03:00:00,1786
2023-04-22 04:00:00,1625
2023-04-22 05:00:00,1491
2023-04-22 06:00:00,1403
2023-04-22 07:00:00,1346
2023-04-22 08:00:00,1314
2023-04-22 09:00:00,1302
2023-04-22 10:00:00,1319
2023-04-22 11:00:00,1352
2023-04-22 12:00:00,1374
2023-04-22 13:00:00,1451
2023-04-22 14:00:00,1468
2023-04-22 15:00:00,1489
2023-04-22 16:00:00,1553
2023-04-22 17:00:00,1576
2023-04-22 18:00:00,1606
2023-04-22 19:00:00,1648
2023-04-22 20:00:00,1743
2023-04-22 21:00:00,1843
2023-04-22 22:00:00,1853
2023-04-22 23:00:00,1812
2023-04-23 00:00:00,1782
2023-04-23 01:00:00,1751
2023-04-23 02:00:00,1677
2023-04-23 03:00:00,1575
2023-04-23 04:00:00,1464
2023-04-23 05:00:00,1377
2023-04-23 06:00:00,1315
2023-04-23 07:00:00,1276
2023-04-23 08:00:00,1255
2023-04-23 09:00:00,1248
2023-04-23 10:00:00,1266
2023-04-23 11:00:00,1295
2023-04-23 12:00:00,1297
2023-04-23 13:00:00,1299
2023-04-23 14:00:00,1325
2023-04-23 15:00:00,1328
2023-04-23 16:00:00,1322
2023-04-23 17:00:00,1402
2023-04-23 18:00:00,1460
2023-04-23 19:00:00,1483
2023-04-23 20:00:00,1514
2023-04-23 21:00:00,1584
2023-04-23 22:00:00,1667
2023-04-23 23:00:00,1694
2023-04-24 00:00:00,1725
2023-04-24 01:00:00,1756
2023-04-24 02:00:00,1668
2023-04-24 03:00:00,1531
2023-04-24 04:00:00,1404
2023-04-24 05:00:00,1318
2023-04-24 06:00:00,1277
2023-04-24 07:00:00,1266
2023-04-24 08:00:00,1275
2023-04-24 09:00:00,1321
2023-04-24 10:00:00,1450
2023-04-24 11:00:00,1641
2023-04-24 12:00:00,1716
2023-04-24 13:00:00,1666
2023-04-24 14:00:00,1611
2023-04-24 15:00:00,1560
2023-04-24 16:00:00,1512
2023-04-24 17:00:00,1463
2023-04-24 18:00:00,1449
2023-04-24 19:00:00,1435
2023-04-24 20:00:00,1444
2023-04-24 21:00:00,1498
2023-04-24 22:00:00,1572
2023-04-24 23:00:00,1678
2023-04-25 00:00:00,1779
2023-04-25 01:00:00,1843
2023-04-25 02:00:00,1768
2023-04-25 03:00:00,1647
2023-04-25 04:00:00,1534
2023-04-25 05:00:00,1469
2023-04-25 06:00:00,1439
2023-04-25 07:00:00,1436
2023-04-25 08:00:00,1455
2023-04-25 09:00:00,1509
2023-04-25 10:00:00,1651
2023-04-25 11:00:00,1852
2023-04-25 12:00:00,1841
2023-04-25 13:00:00,1678
2023-04-25 14:00:00,1577
2023-04-25 15:00:00,1501
2023-04-25 16:00:00,1454
2023-04-25 17:00:00,1432
2023-04-25 18:00:00,1450
2023-04-25 19:00:00,1464
2023-04-25 20:00:00,1484
2023-04-25 21:00:00,1536
2023-04-25 22:00:00,1644
2023-04-25 23:00:00,1726
2023-04-26 00:00:00,1793
2023-04-26 01:00:00,1860
2023-04-26 02:00:00,1790
2023-04-26 03:00:00,1666
2023-04-26 04:00:00,1561
2023-04-26 05:00:00,1497
2023-04-26 06:00:00,1471
2023-04-26 07:00:00,1474
2023-04-26 08:00:00,1492
2023-04-26 09:00:00,1547
2023-04-26 10:00:00,1682
2023-04-26 11:00:00,1864
2023-04-26 12:00:00,1841
2023-04-26 13:00:00,1686
2023-04-26 14:00:00,1635
2023-04-26 15:00:00,1575
2023-04-26 16:00:00,1598
2023-04-26 17:00:00,1501
2023-04-26 18:00:00,1474
2023-04-26 19:00:00,1484
2023-04-26 20:00:00,1456
2023-04-26 21:00:00,1555
2023-04-26 22:00:00,1644
2023-04-26 23:00:00,1726
2023-04-27 00:00:00,1813
2023-04-27 01:00:00,1851
2023-04-27 02:00:00,1765
2023-04-27 03:00:00,1635
2023-04-27 04:00:00,1514
2023-04-27 05:00:00,1438
2023-04-27 06:00:00,1399
2023-04-27 07:00:00,1384
2023-04-27 08:00:00,1387
2023-04-27 09:00:00,1424
2023-04-27 10:00:00,1538
2023-04-27 11:00:00,1710
2023-04-27 12:00:00,1767
2023-04-27 13:00:00,1747
2023-04-27 14:00:00,1722
2023-04-27 15:00:00,1663
2023-04-27 16:00:00,1632
2023-04-27 17:00:00,1619
2023-04-27 18:00:00,1581
2023-04-27 19:00:00,1537
2023-04-27 20:00:00,1567
2023-04-27 21:00:00,1584
2023-04-27 22:00:00,1659
2023-04-27 23:00:00,1735
2023-04-28 00:00:00,1803
2023-04-28 01:00:00,1839
2023-04-28 02:00:00,1757
2023-04-28 03:00:00,1624
2023-04-28 04:00:00,1496
2023-04-28 05:00:00,1411
2023-04-28 06:00:00,1363
2023-04-28 07:00:00,1338
2023-04-28 08:00:00,1336
2023-04-28 09:00:00,1372
2023-04-28 10:00:00,1479
2023-04-28 11:00:00,1646
2023-04-28 12:00:00,1732
2023-04-28 13:00:00,1775
2023-04-28 14:00:00,1807
2023-04-28 15:00:00,1836
2023-04-28 16:00:00,1849
2023-04-28 17:00:00,1859
2023-04-28 18:00:00,1841
2023-04-28 19:00:00,1845
2023-04-28 20:00:00,1859
2023-04-28 21:00:00,1899
2023-04-28 22:00:00,1927
2023-04-28 23:00:00,1921
2023-04-29 00:00:00,1899
2023-04-29 01:00:00,1877
2023-04-29 02:00:00,1793
2023-04-29 03:00:00,1688
2023-04-29 04:00:00,1581
2023-04-29 05:00:00,1491
2023-04-29 06:00:00,1430
2023-04-29 07:00:00,1401
2023-04-29 08:00:00,1380
2023-04-29 09:00:00,1383
2023-04-29 10:00:00,1419
2023-04-29 11:00:00,1472
2023-04-29 12:00:00,1529
2023-04-29 13:00:00,1599
2023-04-29 14:00:00,1631
2023-04-29 15:00:00,1631
2023-04-29 16:00:00,1595
2023-04-29 17:00:00,1538
2023-04-29 18:00:00,1515
2023-04-29 19:00:00,1484
2023-04-29 20:00:00,1489
2023-04-29 21:00:00,1525
2023-04-29 22:00:00,1558
2023-04-29 23:00:00,1620
2023-04-30 00:00:00,1677
2023-04-30 01:00:00,1724
2023-04-30 02:00:00,1663
2023-04-30 03:00:00,1570
2023-04-30 04:00:00,1469
2023-04-30 05:00:00,1380
2023-04-30 06:00:00,1323
2023-04-30 07:00:00,1288
2023-04-30 08:00:00,1271
2023-04-30 09:00:00,1274
2023-04-30 10:00:00,1303
2023-04-30 11:00:00,1346
2023-04-30 12:00:00,1421
2023-04-30 13:00:00,1544
2023-04-30 14:00:00,1629
2023-04-30 15:00:00,1677
2023-04-30 16:00:00,1684
2023-04-30 17:00:00,1702
2023-04-30 18:00:00,1714
2023-04-30 19:00:00,1726
2023-04-30 20:00:00,1736
2023-04-30 21:00:00,1720
2023-04-30 22:00:00,1761
2023-04-30 23:00:00,1806
2023-05-01 00:00:00,1829
2023-05-01 01:00:00,1785
2023-05-01 02:00:00,1708
2023-05-01 03:00:00,1581
2023-05-01 04:00:00,1458
2023-05-01 05:00:00,1372
2023-05-01 06:00:00,1323
2023-05-01 07:00:00,1307
2023-05-01 08:00:00,1314
2023-05-01 09:00:00,1359
2023-05-01 10:00:00,1485
2023-05-01 11:00:00,1655
2023-05-01 12:00:00,1645
2023-05-01 13:00:00,1536
2023-05-01 14:00:00,1488
2023-05-01 15:00:00,1493
2023-05-01 16:00:00,1564
2023-05-01 17:00:00,1536
2023-05-01 18:00:00,1476
2023-05-01 19:00:00,1507
2023-05-01 20:00:00,1519
2023-05-01 21:00:00,1622
2023-05-01 22:00:00,1694
2023-05-01 23:00:00,1730
2023-05-02 00:00:00,1802
2023-05-02 01:00:00,1842
2023-05-02 02:00:00,1754
2023-05-02 03:00:00,1626
2023-05-02 04:00:00,1505
2023-05-02 05:00:00,1425
2023-05-02 06:00:00,1390
2023-05-02 07:00:00,1373
2023-05-02 08:00:00,1381
2023-05-02 09:00:00,1424
2023-05-02 10:00:00,1549
2023-05-02 11:00:00,1725
2023-05-02 12:00:00,1790
2023-05-02 13:00:00,1768
2023-05-02 14:00:00,1719
2023-05-02 15:00:00,1684
2023-05-02 16:00:00,1644
2023-05-02 17:00:00,1636
2023-05-02 18:00:00,1635
2023-05-02 19:00:00,1656
2023-05-02 20:00:00,1670
2023-05-02 21:00:00,1700
2023-05-02 22:00:00,1767
2023-05-02 23:00:00,1824
2023-05-03 00:00:00,1865
2023-05-03 01:00:00,1905
2023-05-03 02:00:00,1789
2023-05-03 03:00:00,1684
2023-05-03 04:00:00,1565
2023-05-03 05:00:00,1484
2023-05-03 06:00:00,1448
2023-05-03 07:00:00,1434
2023-05-03 08:00:00,1442
2023-05-03 09:00:00,1444
2023-05-03 10:00:00,1605
2023-05-03 11:00:00,1794
2023-05-03 12:00:00,1864
2023-05-03 13:00:00,1887
2023-05-03 14:00:00,1881
2023-05-03 15:00:00,1821
2023-05-03 16:00:00,1689
2023-05-03 17:00:00,1632
2023-05-03 18:00:00,1636
2023-05-03 19:00:00,1595
2023-05-03 20:00:00,1606
2023-05-03 21:00:00,1690
2023-05-03 22:00:00,1703
2023-05-03 23:00:00,1769
2023-05-04 00:00:00,1872
2023-05-04 01:00:00,1948
2023-05-04 02:00:00,1888
2023-05-04 03:00:00,1807
2023-05-04 04:00:00,1644
2023-05-04 05:00:00,1572
2023-05-04 06:00:00,1542
2023-05-04 07:00:00,1537
2023-05-04 08:00:00,1552
2023-05-04 09:00:00,1604
2023-05-04 10:00:00,1736
2023-05-04 11:00:00,1903
2023-05-04 12:00:00,1847
2023-05-04 13:00:00,1694
2023-05-04 14:00:00,1628
2023-05-04 15:00:00,1600
2023-05-04 16:00:00,1604
2023-05-04 17:00:00,1544
2023-05-04 18:00:00,1540
2023-05-04 19:00:00,1514
2023-05-04 20:00:00,1505
2023-05-04 21:00:00,1528
2023-05-04 22:00:00,1546
2023-05-04 23:00:00,1663
2023-05-05 00:00:00,1764
2023-05-05 01:00:00,1843
2023-05-05 02:00:00,1791
2023-05-05 03:00:00,1671
2023-05-05 04:00:00,1554
2023-05-05 05:00:00,1480
2023-05-05 06:00:00,1449
2023-05-05 07:00:00,1443
2023-05-05 08:00:00,1461
2023-05-05 09:00:00,1515
2023-05-05 10:00:00,1641
2023-05-05 11:00:00,1806
2023-05-05 12:00:00,1782
2023-05-05 13:00:00,1702
2023-05-05 14:00:00,1581
2023-05-05 15:00:00,1497
2023-05-05 16:00:00,1517
2023-05-05 17:00:00,1573
2023-05-05 18:00:00,1538
2023-05-05 19:00:00,1551
2023-05-05 20:00:00,1541
2023-05-05 21:00:00,1563
2023-05-05 22:00:00,1577
2023-05-05 23:00:00,1639
2023-05-06 00:00:00,1708
2023-05-06 01:00:00,1772
2023-05-06 02:00:00,1731
2023-05-06 03:00:00,1637
2023-05-06 04:00:00,1532
2023-05-06 05:00:00,1453
2023-05-06 06:00:00,1411
2023-05-06 07:00:00,1395
2023-05-06 08:00:00,1397
2023-05-06 09:00:00,1423
2023-05-06 10:00:00,1481
2023-05-06 11:00:00,1536
2023-05-06 12:00:00,1557
2023-05-06 13:00:00,1535
2023-05-06 14:00:00,1420
2023-05-06 15:00:00,1374
2023-05-06 16:00:00,1348
2023-05-06 17:00:00,1344
2023-05-06 18:00:00,1327
2023-05-06 19:00:00,1336
2023-05-06 20:00:00,1364
2023-05-06 21:00:00,1432
2023-05-06 22:00:00,1518
2023-05-06 23:00:00,1622
2023-05-07 00:00:00,1690
2023-05-07 01:00:00,1727
2023-05-07 02:00:00,1673
2023-05-07 03:00:00,1572
2023-05-07 04:00:00,1464
2023-05-07 05:00:00,1376
2023-05-07 06:00:00,1325
2023-05-07 07:00:00,1295
2023-05-07 08:00:00,1285
2023-05-07 09:00:00,1293
2023-05-07 10:00:00,1326
2023-05-07 11:00:00,1354
2023-05-07 12:00:00,1362
2023-05-07 13:00:00,1374
2023-05-07 14:00:00,1395
2023-05-07 15:00:00,1362
2023-05-07 16:00:00,1381
2023-05-07 17:00:00,1412
2023-05-07 18:00:00,1464
2023-05-07 19:00:00,1568
2023-05-07 20:00:00,1651
2023-05-07 21:00:00,1724
2023-05-07 22:00:00,1786
2023-05-07 23:00:00,1810
2023-05-08 00:00:00,1837
2023-05-08 01:00:00,1856
2023-05-08 02:00:00,1771
2023-05-08 03:00:00,1630
2023-05-08 04:00:00,1491
2023-05-08 05:00:00,1395
2023-05-08 06:00:00,1336
2023-05-08 07:00:00,1306
2023-05-08 08:00:00,1303
2023-05-08 09:00:00,1332
2023-05-08 10:00:00,1432
2023-05-08 11:00:00,1580
2023-05-08 12:00:00,1632
2023-05-08 13:00:00,1619
2023-05-08 14:00:00,1621
2023-05-08 15:00:00,1667
2023-05-08 16:00:00,1675
2023-05-08 17:00:00,1697
2023-05-08 18:00:00,1745
2023-05-08 19:00:00,1829
2023-05-08 20:00:00,1841
2023-05-08 21:00:00,1902
2023-05-08 22:00:00,2006
2023-05-08 23:00:00,2077
2023-05-09 00:00:00,2091
2023-05-09 01:00:00,2085
2023-05-09 02:00:00,1962
2023-05-09 03:00:00,1767
2023-05-09 04:00:00,1595
2023-05-09 05:00:00,1472
2023-05-09 06:00:00,1400
2023-05-09 07:00:00,1360
2023-05-09 08:00:00,1346
2023-05-09 09:00:00,1361
2023-05-09 10:00:00,1440
2023-05-09 11:00:00,1577
2023-05-09 12:00:00,1609
2023-05-09 13:00:00,1579
2023-05-09 14:00:00,1600
2023-05-09 15:00:00,1672
2023-05-09 16:00:00,1713
2023-05-09 17:00:00,1701
2023-05-09 18:00:00,1645
2023-05-09 19:00:00,1588
2023-05-09 20:00:00,1582
2023-05-09 21:00:00,1614
2023-05-09 22:00:00,1626
2023-05-09 23:00:00,1729
2023-05-10 00:00:00,1798
2023-05-10 01:00:00,1837
2023-05-10 02:00:00,1761
2023-05-10 03:00:00,1617
2023-05-10 04:00:00,1477
2023-05-10 05:00:00,1386
2023-05-10 06:00:00,1345
2023-05-10 07:00:00,1327
2023-05-10 08:00:00,1334
2023-05-10 09:00:00,1375
2023-05-10 10:00:00,1492
2023-05-10 11:00:00,1657
2023-05-10 12:00:00,1688
2023-05-10 13:00:00,1594
2023-05-10 14:00:00,1510
2023-05-10 15:00:00,1467
2023-05-10 16:00:00,1446
2023-05-10 17:00:00,1446
2023-05-10 18:00:00,1457
2023-05-10 19:00:00,1480
2023-05-10 20:00:00,1529
2023-05-10 21:00:00,1601
2023-05-10 22:00:00,1698
2023-05-10 23:00:00,1781
2023-05-11 00:00:00,1842
2023-05-11 01:00:00,1871
2023-05-11 02:00:00,1793
2023-05-11 03:00:00,1637
2023-05-11 04:00:00,1492
2023-05-11 05:00:00,1391
2023-05-11 06:00:00,1334
2023-05-11 07:00:00,1313
2023-05-11 08:00:00,1313
2023-05-11 09:00:00,1348
2023-05-11 10:00:00,1458
2023-05-11 11:00:00,1599
2023-05-11 12:00:00,1604
2023-05-11 13:00:00,1539
2023-05-11 14:00:00,1514
2023-05-11 15:00:00,1511
2023-05-11 16:00:00,1522
2023-05-11 17:00:00,1551
2023-05-11 18:00:00,1599
2023-05-11 19:00:00,1658
2023-05-11 20:00:00,1735
2023-05-11 21:00:00,1840
2023-05-11 22:00:00,1926
2023-05-11 23:00:00,2007
2023-05-12 00:00:00,2031
2023-05-12 01:00:00,2026
2023-05-12 02:00:00,1930
2023-05-12 03:00:00,1757
2023-05-12 04:00:00,1589
2023-05-12 05:00:00,1466
2023-05-12 06:00:00,1396
2023-05-12 07:00:00,1353
2023-05-12 08:00:00,1338
2023-05-12 09:00:00,1356
2023-05-12 10:00:00,1438
2023-05-12 11:00:00,1567
2023-05-12 12:00:00,1609
2023-05-12 13:00:00,1620
2023-05-12 14:00:00,1654
2023-05-12 15:00:00,1699
2023-05-12 16:00:00,1778
2023-05-12 17:00:00,1860
2023-05-12 18:00:00,1907
2023-05-12 19:00:00,1978
2023-05-12 20:00:00,2086
2023-05-12 21:00:00,2173
2023-05-12 22:00:00,2236
2023-05-12 23:00:00,2266
2023-05-13 00:00:00,2210
2023-05-13 01:00:00,2168
2023-05-13 02:00:00,2061
2023-05-13 03:00:00,1902
2023-05-13 04:00:00,1723
2023-05-13 05:00:00,1578
2023-05-13 06:00:00,1487
2023-05-13 07:00:00,1425
2023-05-13 08:00:00,1387
2023-05-13 09:00:00,1372
2023-05-13 10:00:00,1389
2023-05-13 11:00:00,1415
2023-05-13 12:00:00,1485
2023-05-13 13:00:00,1616
2023-05-13 14:00:00,1698
2023-05-13 15:00:00,1731
2023-05-13 16:00:00,1769
2023-05-13 17:00:00,1782
2023-05-13 18:00:00,1771
2023-05-13 19:00:00,1796
2023-05-13 20:00:00,1805
2023-05-13 21:00:00,1797
2023-05-13 22:00:00,1794
2023-05-13 23:00:00,1778
2023-05-14 00:00:00,1764
2023-05-14 01:00:00,1767
2023-05-14 02:00:00,1710
2023-05-14 03:00:00,1616
2023-05-14 04:00:00,1498
2023-05-14 05:00:00,1391
2023-05-14 06:00:00,1318
2023-05-14 07:00:00,1269
2023-05-14 08:00:00,1239
2023-05-14 09:00:00,1229
2023-05-14 10:00:00,1240
2023-05-14 11:00:00,1253
2023-05-14 12:00:00,1293
2023-05-14 13:00:00,1315
2023-05-14 14:00:00,1329
2023-05-14 15:00:00,1318
2023-05-14 16:00:00,1305
2023-05-14 17:00:00,1304
2023-05-14 18:00:00,1329
2023-05-14 19:00:00,1377
2023-05-14 20:00:00,1456
2023-05-14 21:00:00,1561
2023-05-14 22:00:00,1658
2023-05-14 23:00:00,1731
2023-05-15 00:00:00,1775
2023-05-15 01:00:00,1784
2023-05-15 02:00:00,1717
2023-05-15 03:00:00,1564
2023-05-15 04:00:00,1415
2023-05-15 05:00:00,1308
2023-05-15 06:00:00,1253
2023-05-15 07:00:00,1225
2023-05-15 08:00:00,1223
2023-05-15 09:00:00,1253
2023-05-15 10:00:00,1350
2023-05-15 11:00:00,1486
2023-05-15 12:00:00,1510
2023-05-15 13:00:00,1469
2023-05-15 14:00:00,1450
2023-05-15 15:00:00,1439
2023-05-15 16:00:00,1442
2023-05-15 17:00:00,1467
2023-05-15 18:00:00,1497
2023-05-15 19:00:00,1540
2023-05-15 20:00:00,1607
2023-05-15 21:00:00,1697
2023-05-15 22:00:00,1798
2023-05-15 23:00:00,1883
2023-05-16 00:00:00,1906
2023-05-16 01:00:00,1903
2023-05-16 02:00:00,1812
2023-05-16 03:00:00,1644
2023-05-16 04:00:00,1487
2023-05-16 05:00:00,1372
2023-05-16 06:00:00,1305
2023-05-16 07:00:00,1277
2023-05-16 08:00:00,1266
2023-05-16 09:00:00,1290
2023-05-16 10:00:00,1386
2023-05-16 11:00:00,1516
2023-05-16 12:00:00,1551
2023-05-16 13:00:00,1527
2023-05-16 14:00:00,1537
2023-05-16 15:00:00,1555
2023-05-16 16:00:00,1592
2023-05-16 17:00:00,1646
2023-05-16 18:00:00,1701
2023-05-16 19:00:00,1790
2023-05-16 20:00:00,1904
2023-05-16 21:00:00,2003
2023-05-16 22:00:00,2032
2023-05-16 23:00:00,2055
2023-05-17 00:00:00,2066
2023-05-17 01:00:00,2072
2023-05-17 02:00:00,1980
2023-05-17 03:00:00,1802
2023-05-17 04:00:00,1626
2023-05-17 05:00:00,1498
2023-05-17 06:00:00,1420
2023-05-17 07:00:00,1375
2023-05-17 08:00:00,1353
2023-05-17 09:00:00,1373
2023-05-17 10:00:00,1457
2023-05-17 11:00:00,1585
2023-05-17 12:00:00,1628
2023-05-17 13:00:00,1597
2023-05-17 14:00:00,1561
2023-05-17 15:00:00,1536
2023-05-17 16:00:00,1526
2023-05-17 17:00:00,1526
2023-05-17 18:00:00,1542
2023-05-17 19:00:00,1593
2023-05-17 20:00:00,1648
2023-05-17 21:00:00,1718
2023-05-17 22:00:00,1790
2023-05-17 23:00:00,1860
2023-05-18 00:00:00,1888
2023-05-18 01:00:00,1895
2023-05-18 02:00:00,1812
2023-05-18 03:00:00,1652
2023-05-18 04:00:00,1503
2023-05-18 05:00:00,1403
2023-05-18 06:00:00,1350
2023-05-18 07:00:00,1325
2023-05-18 08:00:00,1326
2023-05-18 09:00:00,1359
2023-05-18 10:00:00,1464
2023-05-18 11:00:00,1607
2023-05-18 12:00:00,1608
2023-05-18 13:00:00,1533
2023-05-18 14:00:00,1489
2023-05-18 15:00:00,1467
2023-05-18 16:00:00,1456
2023-05-18 17:00:00,1453
2023-05-18 18:00:00,1470
2023-05-18 19:00:00,1483
2023-05-18 20:00:00,1523
2023-05-18 21:00:00,1595
2023-05-18 22:00:00,1674
2023-05-18 23:00:00,1749
2023-05-19 00:00:00,1808
2023-05-19 01:00:00,1851
2023-05-19 02:00:00,1797
2023-05-19 03:00:00,1653
2023-05-19 04:00:00,1510
2023-05-19 05:00:00,1411
2023-05-19 06:00:00,1359
2023-05-19 07:00:00,1336
2023-05-19 08:00:00,1333
2023-05-19 09:00:00,1363
2023-05-19 10:00:00,1459
2023-05-19 11:00:00,1594
2023-05-19 12:00:00,1658
2023-05-19 13:00:00,1637
2023-05-19 14:00:00,1628
2023-05-19 15:00:00,1593
2023-05-19 16:00:00,1596
2023-05-19 17:00:00,1586
2023-05-19 18:00:00,1587
2023-05-19 19:00:00,1581
2023-05-19 20:00:00,1617
2023-05-19 21:00:00,1670
2023-05-19 22:00:00,1742
2023-05-19 23:00:00,1806
2023-05-20 00:00:00,1835
2023-05-20 01:00:00,1851
2023-05-20 02:00:00,1804
2023-05-20 03:00:00,1687
2023-05-20 04:00:00,1555
2023-05-20 05:00:00,1449
2023-05-20 06:00:00,1381
2023-05-20 07:00:00,1344
2023-05-20 08:00:00,1326
2023-05-20 09:00:00,1330
2023-05-20 10:00:00,1360
2023-05-20 11:00:00,1397
2023-05-20 12:00:00,1483
2023-05-20 13:00:00,1580
2023-05-20 14:00:00,1644
2023-05-20 15:00:00,1666
2023-05-20 16:00:00,1692
2023-05-20 17:00:00,1705
2023-05-20 18:00:00,1711
2023-05-20 19:00:00,1742
2023-05-20 20:00:00,1750
2023-05-20 21:00:00,1788
2023-05-20 22:00:00,1853
2023-05-20 23:00:00,1909
2023-05-21 00:00:00,1929
2023-05-21 01:00:00,1935
2023-05-21 02:00:00,1880
2023-05-21 03:00:00,1768
2023-05-21 04:00:00,1634
2023-05-21 05:00:00,1513
2023-05-21 06:00:00,1432
2023-05-21 07:00:00,1365
2023-05-21 08:00:00,1322
2023-05-21 09:00:00,1302
2023-05-21 10:00:00,1308
2023-05-21 11:00:00,1320
2023-05-21 12:00:00,1330
2023-05-21 13:00:00,1350
2023-05-21 14:00:00,1386
2023-05-21 15:00:00,1435
2023-05-21 16:00:00,1464
2023-05-21 17:00:00,1488
2023-05-21 18:00:00,1520
2023-05-21 19:00:00,1563
2023-05-21 20:00:00,1624
2023-05-21 21:00:00,1727
2023-05-21 22:00:00,1835
2023-05-21 23:00:00,1925
2023-05-22 00:00:00,1958
2023-05-22 01:00:00,1947
2023-05-22 02:00:00,1864
2023-05-22 03:00:00,1697
2023-05-22 04:00:00,1538
2023-05-22 05:00:00,1419
2023-05-22 06:00:00,1348
2023-05-22 07:00:00,1314
2023-05-22 08:00:00,1305
2023-05-22 09:00:00,1333
2023-05-22 10:00:00,1429
2023-05-22 11:00:00,1569
2023-05-22 12:00:00,1614
2023-05-22 13:00:00,1600
2023-05-22 14:00:00,1603
2023-05-22 15:00:00,1620
2023-05-22 16:00:00,1658
2023-05-22 17:00:00,1707
2023-05-22 18:00:00,1766
2023-05-22 19:00:00,1832
2023-05-22 20:00:00,1909
2023-05-22 21:00:00,2004
2023-05-22 22:00:00,2075
2023-05-22 23:00:00,2101
2023-05-23 00:00:00,2069
2023-05-23 01:00:00,2047
2023-05-23 02:00:00,1956
2023-05-23 03:00:00,1777
2023-05-23 04:00:00,1599
2023-05-23 05:00:00,1476
2023-05-23 06:00:00,1408
2023-05-23 07:00:00,1370
2023-05-23 08:00:00,1356
2023-05-23 09:00:00,1378
2023-05-23 10:00:00,1468
2023-05-23 11:00:00,1602
2023-05-23 12:00:00,1647
2023-05-23 13:00:00,1635
2023-05-23 14:00:00,1614
2023-05-23 15:00:00,1596
2023-05-23 16:00:00,1617
2023-05-23 17:00:00,1639
2023-05-23 18:00:00,1645
2023-05-23 19:00:00,1676
2023-05-23 20:00:00,1737
2023-05-23 21:00:00,1819
2023-05-23 22:00:00,1898
2023-05-23 23:00:00,1938
2023-05-24 00:00:00,1943
2023-05-24 01:00:00,1946
2023-05-24 02:00:00,1866
2023-05-24 03:00:00,1700
2023-05-24 04:00:00,1544
2023-05-24 05:00:00,1437
2023-05-24 06:00:00,1379
2023-05-24 07:00:00,1349
2023-05-24 08:00:00,1342
2023-05-24 09:00:00,1370
2023-05-24 10:00:00,1463
2023-05-24 11:00:00,1594
2023-05-24 12:00:00,1623
2023-05-24 13:00:00,1582
2023-05-24 14:00:00,1552
2023-05-24 15:00:00,1540
2023-05-24 16:00:00,1554
2023-05-24 17:00:00,1590
2023-05-24 18:00:00,1632
2023-05-24 19:00:00,1696
2023-05-24 20:00:00,1791
2023-05-24 21:00:00,1911
2023-05-24 22:00:00,2023
2023-05-24 23:00:00,2084
2023-05-25 00:00:00,2089
2023-05-25 01:00:00,2074
2023-05-25 02:00:00,1995
2023-05-25 03:00:00,1816
2023-05-25 04:00:00,1637
2023-05-25 05:00:00,1505
2023-05-25 06:00:00,1428
2023-05-25 07:00:00,1387
2023-05-25 08:00:00,1370
2023-05-25 09:00:00,1384
2023-05-25 10:00:00,1461
2023-05-25 11:00:00,1580
2023-05-25 12:00:00,1604
2023-05-25 13:00:00,1567
2023-05-25 14:00:00,1539
2023-05-25 15:00:00,1528
2023-05-25 16:00:00,1517
2023-05-25 17:00:00,1520
2023-05-25 18:00:00,1537
2023-05-25 19:00:00,1568
2023-05-25 20:00:00,1628
2023-05-25 21:00:00,1710
2023-05-25 22:00:00,1795
2023-05-25 23:00:00,1868
2023-05-26 00:00:00,1912
2023-05-26 01:00:00,1914
2023-05-26 02:00:00,1858
2023-05-26 03:00:00,1710
2023-05-26 04:00:00,1565
2023-05-26 05:00:00,1454
2023-05-26 06:00:00,1390
2023-05-26 07:00:00,1362
2023-05-26 08:00:00,1355
2023-05-26 09:00:00,1382
2023-05-26 10:00:00,1465
2023-05-26 11:00:00,1572
2023-05-26 12:00:00,1589
2023-05-26 13:00:00,1569
