period,PL
2023-08-20 01:00:00,4574
2023-08-20 02:00:00,4378
2023-08-20 03:00:00,4104
2023-08-20 04:00:00,3832
2023-08-20 05:00:00,3597
2023-08-20 06:00:00,3444
2023-08-20 07:00:00,3318
2023-08-20 08:00:00,3246
2023-08-20 09:00:00,3221
2023-08-20 10:00:00,3247
2023-08-20 11:00:00,3300
2023-08-20 12:00:00,3457
2023-08-20 13:00:00,3733
2023-08-20 14:00:00,4003
2023-08-20 15:00:00,4223
2023-08-20 16:00:00,4437
2023-08-20 17:00:00,4613
2023-08-20 18:00:00,4759
2023-08-20 19:00:00,4923
2023-08-20 20:00:00,5105
2023-08-20 21:00:00,5285
2023-08-20 22:00:00,5389
2023-08-20 23:00:00,5334
2023-08-21 00:00:00,5207
2023-08-21 01:00:00,5100
2023-08-21 02:00:00,4842
2023-08-21 03:00:00,4527
2023-08-21 04:00:00,4255
2023-08-21 05:00:00,4031
2023-08-21 06:00:00,3930
2023-08-21 07:00:00,3852
2023-08-21 08:00:00,3802
2023-08-21 09:00:00,3853
2023-08-21 10:00:00,4008
2023-08-21 11:00:00,4275
2023-08-21 12:00:00,4576
2023-08-21 13:00:00,4832
2023-08-21 14:00:00,5073
2023-08-21 15:00:00,5307
2023-08-21 16:00:00,5572
2023-08-21 17:00:00,5819
2023-08-21 18:00:00,6027
2023-08-21 19:00:00,6166
2023-08-21 20:00:00,6207
2023-08-21 21:00:00,6286
2023-08-21 22:00:00,6422
2023-08-21 23:00:00,6365
2023-08-22 00:00:00,6209
2023-08-22 01:00:00,6090
2023-08-22 02:00:00,5744
2023-08-22 03:00:00,5298
2023-08-22 04:00:00,4883
2023-08-22 05:00:00,4628
2023-08-22 06:00:00,4413
2023-08-22 07:00:00,4275
2023-08-22 08:00:00,4138
2023-08-22 09:00:00,4116
2023-08-22 10:00:00,4223
2023-08-22 11:00:00,4509
2023-08-22 12:00:00,4758
2023-08-22 13:00:00,4939
2023-08-22 14:00:00,5066
2023-08-22 15:00:00,5187
2023-08-22 16:00:00,5296
2023-08-22 17:00:00,5346
2023-08-22 18:00:00,5455
2023-08-22 19:00:00,5526
2023-08-22 20:00:00,5607
2023-08-22 21:00:00,5687
2023-08-22 22:00:00,5724
2023-08-22 23:00:00,5615
2023-08-23 00:00:00,5412
2023-08-23 01:00:00,5262
2023-08-23 02:00:00,4955
2023-08-23 03:00:00,4574
2023-08-23 04:00:00,4250
2023-08-23 05:00:00,4038
2023-08-23 06:00:00,3891
2023-08-23 07:00:00,3765
2023-08-23 08:00:00,3721
2023-08-23 09:00:00,3761
2023-08-23 10:00:00,3945
2023-08-23 11:00:00,4250
2023-08-23 12:00:00,4487
2023-08-23 13:00:00,4674
2023-08-23 14:00:00,4761
2023-08-23 15:00:00,4865
2023-08-23 16:00:00,5044
2023-08-23 17:00:00,5196
2023-08-23 18:00:00,5286
2023-08-23 19:00:00,5336
2023-08-23 20:00:00,5297
2023-08-23 21:00:00,5269
2023-08-23 22:00:00,5266
2023-08-23 23:00:00,5185
2023-08-24 00:00:00,5125
2023-08-24 01:00:00,5103
2023-08-24 02:00:00,4875
2023-08-24 03:00:00,4564
2023-08-24 04:00:00,4321
2023-08-24 05:00:00,4106
2023-08-24 06:00:00,3952
2023-08-24 07:00:00,3865
2023-08-24 08:00:00,3828
2023-08-24 09:00:00,3871
2023-08-24 10:00:00,4069
2023-08-24 11:00:00,4451
2023-08-24 12:00:00,4718
2023-08-24 13:00:00,4883
2023-08-24 14:00:00,4982
2023-08-24 15:00:00,5044
2023-08-24 16:00:00,5048
2023-08-24 17:00:00,5064
2023-08-24 18:00:00,5093
2023-08-24 19:00:00,5097
2023-08-24 20:00:00,5105
2023-08-24 21:00:00,5117
2023-08-24 22:00:00,5092
2023-08-24 23:00:00,5032
2023-08-25 00:00:00,4972
2023-08-25 01:00:00,4934
2023-08-25 02:00:00,4740
2023-08-25 03:00:00,4484
2023-08-25 04:00:00,4246
2023-08-25 05:00:00,4061
2023-08-25 06:00:00,3914
2023-08-25 07:00:00,3827
2023-08-25 08:00:00,3792
2023-08-25 09:00:00,3839
2023-08-25 10:00:00,4004
2023-08-25 11:00:00,4363
2023-08-25 12:00:00,4632
2023-08-25 13:00:00,4859
2023-08-25 14:00:00,5024
2023-08-25 15:00:00,5176
2023-08-25 16:00:00,5306
2023-08-25 17:00:00,5436
2023-08-25 18:00:00,5612
2023-08-25 19:00:00,5761
2023-08-25 20:00:00,5858
2023-08-25 21:00:00,5955
2023-08-25 22:00:00,5989
2023-08-25 23:00:00,5897
2023-08-26 00:00:00,5717
2023-08-26 01:00:00,5573
2023-08-26 02:00:00,5296
2023-08-26 03:00:00,4951
2023-08-26 04:00:00,4624
2023-08-26 05:00:00,4326
2023-08-26 06:00:00,4121
2023-08-26 07:00:00,3991
2023-08-26 08:00:00,3906
2023-08-26 09:00:00,3871
2023-08-26 10:00:00,3925
2023-08-26 11:00:00,4035
2023-08-26 12:00:00,4238
2023-08-26 13:00:00,4534
2023-08-26 14:00:00,4806
2023-08-26 15:00:00,5040
2023-08-26 16:00:00,5244
2023-08-26 17:00:00,5360
2023-08-26 18:00:00,5419
2023-08-26 19:00:00,5483
2023-08-26 20:00:00,5574
2023-08-26 21:00:00,5674
2023-08-26 22:00:00,5707
2023-08-26 23:00:00,5602
2023-08-27 00:00:00,5357
2023-08-27 01:00:00,5184
2023-08-27 02:00:00,4912
2023-08-27 03:00:00,4591
2023-08-27 04:00:00,4289
2023-08-27 05:00:00,4002
2023-08-27 06:00:00,3799
2023-08-27 07:00:00,3665
2023-08-27 08:00:00,3559
2023-08-27 09:00:00,3534
2023-08-27 10:00:00,3521
2023-08-27 11:00:00,3578
2023-08-27 12:00:00,3761
2023-08-27 13:00:00,4051
2023-08-27 14:00:00,4312
2023-08-27 15:00:00,4550
2023-08-27 16:00:00,4764
2023-08-27 17:00:00,4959
2023-08-27 18:00:00,5117
2023-08-27 19:00:00,5245
2023-08-27 20:00:00,5350
2023-08-27 21:00:00,5445
2023-08-27 22:00:00,5499
2023-08-27 23:00:00,5431
2023-08-28 00:00:00,5269
2023-08-28 01:00:00,5164
2023-08-28 02:00:00,4860
2023-08-28 03:00:00,4539
2023-08-28 04:00:00,4222
2023-08-28 05:00:00,3976
2023-08-28 06:00:00,3867
2023-08-28 07:00:00,3774
2023-08-28 08:00:00,3731
2023-08-28 09:00:00,3806
2023-08-28 10:00:00,3969
2023-08-28 11:00:00,4381
2023-08-28 12:00:00,4635
2023-08-28 13:00:00,4812
2023-08-28 14:00:00,4994
2023-08-28 15:00:00,5133
2023-08-28 16:00:00,5242
2023-08-28 17:00:00,5337
2023-08-28 18:00:00,5414
2023-08-28 19:00:00,5403
2023-08-28 20:00:00,5372
2023-08-28 21:00:00,5390
2023-08-28 22:00:00,5404
2023-08-28 23:00:00,5348
2023-08-29 00:00:00,5276
2023-08-29 01:00:00,5234
2023-08-29 02:00:00,5048
2023-08-29 03:00:00,4637
2023-08-29 04:00:00,4271
2023-08-29 05:00:00,4010
2023-08-29 06:00:00,3857
2023-08-29 07:00:00,3822
2023-08-29 08:00:00,3740
2023-08-29 09:00:00,3802
2023-08-29 10:00:00,3999
2023-08-29 11:00:00,4431
2023-08-29 12:00:00,4684
2023-08-29 13:00:00,4848
2023-08-29 14:00:00,4953
2023-08-29 15:00:00,5086
2023-08-29 16:00:00,5205
2023-08-29 17:00:00,5291
2023-08-29 18:00:00,5390
2023-08-29 19:00:00,5435
2023-08-29 20:00:00,5436
2023-08-29 21:00:00,5459
2023-08-29 22:00:00,5472
2023-08-29 23:00:00,5442
2023-08-30 00:00:00,5423
2023-08-30 01:00:00,5417
2023-08-30 02:00:00,5230
2023-08-30 03:00:00,4861
2023-08-30 04:00:00,4537
2023-08-30 05:00:00,4298
2023-08-30 06:00:00,4161
2023-08-30 07:00:00,4102
2023-08-30 08:00:00,4062
2023-08-30 09:00:00,4127
2023-08-30 10:00:00,4281
2023-08-30 11:00:00,4688
2023-08-30 12:00:00,4917
2023-08-30 13:00:00,5094
2023-08-30 14:00:00,5270
2023-08-30 15:00:00,5432
2023-08-30 16:00:00,5570
2023-08-30 17:00:00,5670
2023-08-30 18:00:00,5784
2023-08-30 19:00:00,5788
2023-08-30 20:00:00,5770
2023-08-30 21:00:00,5755
2023-08-30 22:00:00,5726
2023-08-30 23:00:00,5581
2023-08-31 00:00:00,5393
2023-08-31 01:00:00,5295
2023-08-31 02:00:00,5035
2023-08-31 03:00:00,4609
2023-08-31 04:00:00,4278
2023-08-31 05:00:00,4029
2023-08-31 06:00:00,3837
2023-08-31 07:00:00,3786
2023-08-31 08:00:00,3755
2023-08-31 09:00:00,3758
2023-08-31 10:00:00,3918
2023-08-31 11:00:00,4223
2023-08-31 12:00:00,4412
2023-08-31 13:00:00,4549
2023-08-31 14:00:00,4608
2023-08-31 15:00:00,4705
2023-08-31 16:00:00,4769
2023-08-31 17:00:00,4844
2023-08-31 18:00:00,5014
2023-08-31 19:00:00,5041
2023-08-31 20:00:00,5094
2023-08-31 21:00:00,5162
2023-08-31 22:00:00,5188
2023-08-31 23:00:00,5084
2023-09-01 00:00:00,4912
2023-09-01 01:00:00,4832
2023-09-01 02:00:00,4607
2023-09-01 03:00:00,4242
2023-09-01 04:00:00,3974
2023-09-01 05:00:00,3772
2023-09-01 06:00:00,3617
2023-09-01 07:00:00,3534
2023-09-01 08:00:00,3488
2023-09-01 09:00:00,3474
2023-09-01 10:00:00,3684
2023-09-01 11:00:00,3996
2023-09-01 12:00:00,4155
2023-09-01 13:00:00,4306
2023-09-01 14:00:00,4415
2023-09-01 15:00:00,4504
2023-09-01 16:00:00,4578
2023-09-01 17:00:00,4635
2023-09-01 18:00:00,4742
2023-09-01 19:00:00,4822
2023-09-01 20:00:00,4893
2023-09-01 21:00:00,4994
2023-09-01 22:00:00,5044
2023-09-01 23:00:00,4890
2023-09-02 00:00:00,4716
2023-09-02 01:00:00,4607
2023-09-02 02:00:00,4346
2023-09-02 03:00:00,4060
2023-09-02 04:00:00,3773
2023-09-02 05:00:00,3575
2023-09-02 06:00:00,3465
2023-09-02 07:00:00,3357
2023-09-02 08:00:00,3282
2023-09-02 09:00:00,3257
2023-09-02 10:00:00,3298
2023-09-02 11:00:00,3389
2023-09-02 12:00:00,3537
2023-09-02 13:00:00,3769
2023-09-02 14:00:00,3961
2023-09-02 15:00:00,4125
2023-09-02 16:00:00,4257
2023-09-02 17:00:00,4392
2023-09-02 18:00:00,4545
2023-09-02 19:00:00,4705
2023-09-02 20:00:00,4829
2023-09-02 21:00:00,4964
2023-09-02 22:00:00,5054
2023-09-02 23:00:00,4968
2023-09-03 00:00:00,4868
2023-09-03 01:00:00,4747
2023-09-03 02:00:00,4521
2023-09-03 03:00:00,4343
2023-09-03 04:00:00,4102
2023-09-03 05:00:00,3855
2023-09-03 06:00:00,3668
2023-09-03 07:00:00,3546
2023-09-03 08:00:00,3456
2023-09-03 09:00:00,3421
2023-09-03 10:00:00,3441
2023-09-03 11:00:00,3512
2023-09-03 12:00:00,3666
2023-09-03 13:00:00,3975
2023-09-03 14:00:00,4317
2023-09-03 15:00:00,4615
2023-09-03 16:00:00,4892
2023-09-03 17:00:00,5112
2023-09-03 18:00:00,5314
2023-09-03 19:00:00,5484
2023-09-03 20:00:00,5610
2023-09-03 21:00:00,5774
2023-09-03 22:00:00,5849
2023-09-03 23:00:00,5753
2023-09-04 00:00:00,5537
2023-09-04 01:00:00,5351
2023-09-04 02:00:00,5063
2023-09-04 03:00:00,4839
2023-09-04 04:00:00,4857
2023-09-04 05:00:00,4882
2023-09-04 06:00:00,4907
2023-09-04 07:00:00,4932
2023-09-04 08:00:00,4957
2023-09-04 09:00:00,4982
2023-09-04 10:00:00,5008
2023-09-04 11:00:00,5033
2023-09-04 12:00:00,5058
2023-09-04 13:00:00,5083
2023-09-04 14:00:00,5108
2023-09-04 15:00:00,5196
2023-09-04 16:00:00,5528
2023-09-04 17:00:00,5819
2023-09-04 18:00:00,6025
2023-09-04 19:00:00,6196
2023-09-04 20:00:00,6349
2023-09-04 21:00:00,6474
2023-09-04 22:00:00,6514
2023-09-04 23:00:00,6425
2023-09-05 00:00:00,6248
2023-09-05 01:00:00,6091
2023-09-05 02:00:00,5740
2023-09-05 03:00:00,5302
2023-09-05 04:00:00,4909
2023-09-05 05:00:00,4666
2023-09-05 06:00:00,4438
2023-09-05 07:00:00,4293
2023-09-05 08:00:00,4209
2023-09-05 09:00:00,4234
2023-09-05 10:00:00,4436
2023-09-05 11:00:00,4804
2023-09-05 12:00:00,5084
2023-09-05 13:00:00,5364
2023-09-05 14:00:00,5655
2023-09-05 15:00:00,5994
2023-09-05 16:00:00,6263
2023-09-05 17:00:00,6548
2023-09-05 18:00:00,6789
2023-09-05 19:00:00,6880
2023-09-05 20:00:00,6922
2023-09-05 21:00:00,6996
2023-09-05 22:00:00,7006
2023-09-05 23:00:00,6907
2023-09-06 00:00:00,6707
2023-09-06 01:00:00,6557
2023-09-06 02:00:00,6145
2023-09-06 03:00:00,5664
2023-09-06 04:00:00,5227
2023-09-06 05:00:00,4944
2023-09-06 06:00:00,4729
2023-09-06 07:00:00,4570
2023-09-06 08:00:00,4457
2023-09-06 09:00:00,4447
2023-09-06 10:00:00,4591
2023-09-06 11:00:00,4941
2023-09-06 12:00:00,5214
2023-09-06 13:00:00,5489
2023-09-06 14:00:00,5776
2023-09-06 15:00:00,6142
2023-09-06 16:00:00,6457
2023-09-06 17:00:00,6674
2023-09-06 18:00:00,6865
2023-09-06 19:00:00,6966
2023-09-06 20:00:00,7007
2023-09-06 21:00:00,7098
2023-09-06 22:00:00,7128
2023-09-06 23:00:00,6992
2023-09-07 00:00:00,6779
2023-09-07 01:00:00,6554
2023-09-07 02:00:00,6177
2023-09-07 03:00:00,5684
2023-09-07 04:00:00,5227
2023-09-07 05:00:00,4886
2023-09-07 06:00:00,4683
2023-09-07 07:00:00,4539
2023-09-07 08:00:00,4440
2023-09-07 09:00:00,4439
2023-09-07 10:00:00,4623
2023-09-07 11:00:00,4973
2023-09-07 12:00:00,5235
2023-09-07 13:00:00,5487
2023-09-07 14:00:00,5724
2023-09-07 15:00:00,6080
2023-09-07 16:00:00,6438
2023-09-07 17:00:00,6754
2023-09-07 18:00:00,6925
2023-09-07 19:00:00,6884
2023-09-07 20:00:00,6666
2023-09-07 21:00:00,6316
2023-09-07 22:00:00,6048
2023-09-07 23:00:00,5784
2023-09-08 00:00:00,5590
2023-09-08 01:00:00,5457
2023-09-08 02:00:00,5235
2023-09-08 03:00:00,4894
2023-09-08 04:00:00,4686
2023-09-08 05:00:00,4468
2023-09-08 06:00:00,4302
2023-09-08 07:00:00,4197
2023-09-08 08:00:00,4153
2023-09-08 09:00:00,4092
2023-09-08 10:00:00,4241
2023-09-08 11:00:00,4584
2023-09-08 12:00:00,4837
2023-09-08 13:00:00,5025
2023-09-08 14:00:00,5201
2023-09-08 15:00:00,5439
2023-09-08 16:00:00,5681
2023-09-08 17:00:00,5891
2023-09-08 18:00:00,6061
2023-09-08 19:00:00,6157
2023-09-08 20:00:00,6257
2023-09-08 21:00:00,6383
2023-09-08 22:00:00,6308
2023-09-08 23:00:00,6085
2023-09-09 00:00:00,5823
2023-09-09 01:00:00,5611
2023-09-09 02:00:00,5320
2023-09-09 03:00:00,4992
2023-09-09 04:00:00,4637
2023-09-09 05:00:00,4342
2023-09-09 06:00:00,4143
2023-09-09 07:00:00,4008
2023-09-09 08:00:00,3918
2023-09-09 09:00:00,3879
2023-09-09 10:00:00,3923
2023-09-09 11:00:00,4034
2023-09-09 12:00:00,4175
2023-09-09 13:00:00,4435
2023-09-09 14:00:00,4655
2023-09-09 15:00:00,4877
2023-09-09 16:00:00,5085
2023-09-09 17:00:00,5296
2023-09-09 18:00:00,5502
2023-09-09 19:00:00,5705
2023-09-09 20:00:00,5871
2023-09-09 21:00:00,5939
2023-09-09 22:00:00,5800
2023-09-09 23:00:00,5462
2023-09-10 00:00:00,5235
2023-09-10 01:00:00,5007
2023-09-10 02:00:00,4788
2023-09-10 03:00:00,4500
2023-09-10 04:00:00,4217
2023-09-10 05:00:00,3983
2023-09-10 06:00:00,3799
2023-09-10 07:00:00,3733
2023-09-10 08:00:00,3650
2023-09-10 09:00:00,3630
2023-09-10 10:00:00,3658
2023-09-10 11:00:00,3766
2023-09-10 12:00:00,3956
2023-09-10 13:00:00,4178
2023-09-10 14:00:00,4341
2023-09-10 15:00:00,4497
2023-09-10 16:00:00,4675
2023-09-10 17:00:00,4794
2023-09-10 18:00:00,4907
2023-09-10 19:00:00,4991
2023-09-10 20:00:00,5086
2023-09-10 21:00:00,5168
2023-09-10 22:00:00,5175
2023-09-10 23:00:00,5085
2023-09-11 00:00:00,5018
2023-09-11 01:00:00,4949
2023-09-11 02:00:00,4707
2023-09-11 03:00:00,4436
2023-09-11 04:00:00,4200
2023-09-11 05:00:00,4000
2023-09-11 06:00:00,3881
2023-09-11 07:00:00,3823
2023-09-11 08:00:00,3783
2023-09-11 09:00:00,3874
2023-09-11 10:00:00,4141
2023-09-11 11:00:00,4588
2023-09-11 12:00:00,4876
2023-09-11 13:00:00,5050
2023-09-11 14:00:00,5158
2023-09-11 15:00:00,5302
2023-09-11 16:00:00,5502
2023-09-11 17:00:00,5657
2023-09-11 18:00:00,5799
2023-09-11 19:00:00,5813
2023-09-11 20:00:00,5718
2023-09-11 21:00:00,5678
2023-09-11 22:00:00,5713
2023-09-11 23:00:00,5629
2023-09-12 00:00:00,5546
2023-09-12 01:00:00,5389
2023-09-12 02:00:00,5094
2023-09-12 03:00:00,4714
2023-09-12 04:00:00,4371
2023-09-12 05:00:00,4054
2023-09-12 06:00:00,3919
2023-09-12 07:00:00,3795
2023-09-12 08:00:00,3795
2023-09-12 09:00:00,3800
2023-09-12 10:00:00,4001
2023-09-12 11:00:00,4380
2023-09-12 12:00:00,4601
2023-09-12 13:00:00,4699
2023-09-12 14:00:00,4860
2023-09-12 15:00:00,5036
2023-09-12 16:00:00,5234
2023-09-12 17:00:00,5422
2023-09-12 18:00:00,5592
2023-09-12 19:00:00,5687
2023-09-12 20:00:00,5773
2023-09-12 21:00:00,5867
2023-09-12 22:00:00,5879
2023-09-12 23:00:00,5703
2023-09-13 00:00:00,5609
2023-09-13 01:00:00,5418
2023-09-13 02:00:00,5115
2023-09-13 03:00:00,4770
2023-09-13 04:00:00,4480
2023-09-13 05:00:00,4166
2023-09-13 06:00:00,4059
2023-09-13 07:00:00,3972
2023-09-13 08:00:00,3908
2023-09-13 09:00:00,3983
2023-09-13 10:00:00,4156
2023-09-13 11:00:00,4629
2023-09-13 12:00:00,4818
2023-09-13 13:00:00,4881
2023-09-13 14:00:00,4940
2023-09-13 15:00:00,4931
2023-09-13 16:00:00,5082
2023-09-13 17:00:00,5229
2023-09-13 18:00:00,5360
2023-09-13 19:00:00,5470
2023-09-13 20:00:00,5511
2023-09-13 21:00:00,5568
2023-09-13 22:00:00,5545
2023-09-13 23:00:00,5360
2023-09-14 00:00:00,5218
2023-09-14 01:00:00,5080
2023-09-14 02:00:00,4827
2023-09-14 03:00:00,4493
2023-09-14 04:00:00,4145
2023-09-14 05:00:00,3917
2023-09-14 06:00:00,3795
2023-09-14 07:00:00,3721
2023-09-14 08:00:00,3644
2023-09-14 09:00:00,3685
2023-09-14 10:00:00,3881
2023-09-14 11:00:00,4258
2023-09-14 12:00:00,4461
2023-09-14 13:00:00,4596
2023-09-14 14:00:00,4692
2023-09-14 15:00:00,4719
2023-09-14 16:00:00,4770
2023-09-14 17:00:00,4822
2023-09-14 18:00:00,4902
2023-09-14 19:00:00,4974
2023-09-14 20:00:00,5000
2023-09-14 21:00:00,5005
2023-09-14 22:00:00,4990
2023-09-14 23:00:00,4898
2023-09-15 00:00:00,4832
2023-09-15 01:00:00,4730
2023-09-15 02:00:00,4502
2023-09-15 03:00:00,4172
2023-09-15 04:00:00,3883
2023-09-15 05:00:00,3691
2023-09-15 06:00:00,3573
2023-09-15 07:00:00,3500
2023-09-15 08:00:00,3450
2023-09-15 09:00:00,3492
2023-09-15 10:00:00,3643
2023-09-15 11:00:00,4004
2023-09-15 12:00:00,4181
2023-09-15 13:00:00,4236
2023-09-15 14:00:00,4285
2023-09-15 15:00:00,4396
2023-09-15 16:00:00,4439
2023-09-15 17:00:00,4458
2023-09-15 18:00:00,4509
2023-09-15 19:00:00,4536
2023-09-15 20:00:00,4581
2023-09-15 21:00:00,4660
2023-09-15 22:00:00,4656
2023-09-15 23:00:00,4571
2023-09-16 00:00:00,4533
2023-09-16 01:00:00,4411
2023-09-16 02:00:00,4199
2023-09-16 03:00:00,3911
2023-09-16 04:00:00,3627
2023-09-16 05:00:00,3412
2023-09-16 06:00:00,3309
2023-09-16 07:00:00,3233
2023-09-16 08:00:00,3158
2023-09-16 09:00:00,3175
2023-09-16 10:00:00,3238
2023-09-16 11:00:00,3327
2023-09-16 12:00:00,3507
2023-09-16 13:00:00,3713
2023-09-16 14:00:00,3819
2023-09-16 15:00:00,3898
2023-09-16 16:00:00,3952
2023-09-16 17:00:00,3979
2023-09-16 18:00:00,4037
2023-09-16 19:00:00,4123
2023-09-16 20:00:00,4207
2023-09-16 21:00:00,4328
2023-09-16 22:00:00,4415
2023-09-16 23:00:00,4368
2023-09-17 00:00:00,4296
2023-09-17 01:00:00,4180
2023-09-17 02:00:00,3975
2023-09-17 03:00:00,3729
2023-09-17 04:00:00,3501
2023-09-17 05:00:00,3323
2023-09-17 06:00:00,3157
2023-09-17 07:00:00,3077
2023-09-17 08:00:00,3082
2023-09-17 09:00:00,3076
2023-09-17 10:00:00,3089
2023-09-17 11:00:00,3163
2023-09-17 12:00:00,3357
2023-09-17 13:00:00,3575
2023-09-17 14:00:00,3748
2023-09-17 15:00:00,3894
2023-09-17 16:00:00,4002
2023-09-17 17:00:00,4098
2023-09-17 18:00:00,4130
2023-09-17 19:00:00,4137
2023-09-17 20:00:00,4154
2023-09-17 21:00:00,4230
2023-09-17 22:00:00,4228
2023-09-17 23:00:00,4238
2023-09-18 00:00:00,4266
2023-09-18 01:00:00,4158
2023-09-18 02:00:00,3965
2023-09-18 03:00:00,3745
2023-09-18 04:00:00,3599
2023-09-18 05:00:00,3471
2023-09-18 06:00:00,3409
2023-09-18 07:00:00,3396
2023-09-18 08:00:00,3423
2023-09-18 09:00:00,3504
2023-09-18 10:00:00,3727
2023-09-18 11:00:00,4113
2023-09-18 12:00:00,4392
2023-09-18 13:00:00,4515
2023-09-18 14:00:00,4586
2023-09-18 15:00:00,4652
2023-09-18 16:00:00,4657
2023-09-18 17:00:00,4734
2023-09-18 18:00:00,4744
2023-09-18 19:00:00,4718
2023-09-18 20:00:00,4711
2023-09-18 21:00:00,4764
2023-09-18 22:00:00,4804
2023-09-18 23:00:00,4731
2023-09-19 00:00:00,4729
2023-09-19 01:00:00,4603
2023-09-19 02:00:00,4351
2023-09-19 03:00:00,4040
2023-09-19 04:00:00,3863
2023-09-19 05:00:00,3673
2023-09-19 06:00:00,3583
2023-09-19 07:00:00,3520
2023-09-19 08:00:00,3488
2023-09-19 09:00:00,3549
2023-09-19 10:00:00,3781
2023-09-19 11:00:00,4170
2023-09-19 12:00:00,4372
2023-09-19 13:00:00,4453
2023-09-19 14:00:00,4447
2023-09-19 15:00:00,4532
2023-09-19 16:00:00,4608
2023-09-19 17:00:00,4637
2023-09-19 18:00:00,4675
2023-09-19 19:00:00,4646
2023-09-19 20:00:00,4647
2023-09-19 21:00:00,4671
2023-09-19 22:00:00,4705
2023-09-19 23:00:00,4653
2023-09-20 00:00:00,4666
2023-09-20 01:00:00,4567
2023-09-20 02:00:00,4314
2023-09-20 03:00:00,3977
2023-09-20 04:00:00,3793
2023-09-20 05:00:00,3612
2023-09-20 06:00:00,3512
2023-09-20 07:00:00,3462
2023-09-20 08:00:00,3442
2023-09-20 09:00:00,3519
2023-09-20 10:00:00,3743
2023-09-20 11:00:00,4120
2023-09-20 12:00:00,4307
2023-09-20 13:00:00,4413
2023-09-20 14:00:00,4438
2023-09-20 15:00:00,4509
2023-09-20 16:00:00,4566
2023-09-20 17:00:00,4609
2023-09-20 18:00:00,4685
2023-09-20 19:00:00,4722
2023-09-20 20:00:00,4743
2023-09-20 21:00:00,4760
2023-09-20 22:00:00,4779
2023-09-20 23:00:00,4720
2023-09-21 00:00:00,4738
2023-09-21 01:00:00,4600
2023-09-21 02:00:00,4344
2023-09-21 03:00:00,4023
2023-09-21 04:00:00,3797
2023-09-21 05:00:00,3560
2023-09-21 06:00:00,3389
2023-09-21 07:00:00,3420
2023-09-21 08:00:00,3435
2023-09-21 09:00:00,3489
2023-09-21 10:00:00,3690
2023-09-21 11:00:00,4072
2023-09-21 12:00:00,4330
2023-09-21 13:00:00,4419
2023-09-21 14:00:00,4447
2023-09-21 15:00:00,4458
2023-09-21 16:00:00,4493
2023-09-21 17:00:00,4528
2023-09-21 18:00:00,4569
2023-09-21 19:00:00,4619
2023-09-21 20:00:00,4642
2023-09-21 21:00:00,4712
2023-09-21 22:00:00,4724
2023-09-21 23:00:00,4652
2023-09-22 00:00:00,4676
2023-09-22 01:00:00,4565
2023-09-22 02:00:00,4311
2023-09-22 03:00:00,4028
2023-09-22 04:00:00,3819
2023-09-22 05:00:00,3601
2023-09-22 06:00:00,3480
2023-09-22 07:00:00,3413
2023-09-22 08:00:00,3381
2023-09-22 09:00:00,3456
2023-09-22 10:00:00,3640
2023-09-22 11:00:00,4067
2023-09-22 12:00:00,4252
2023-09-22 13:00:00,4319
2023-09-22 14:00:00,4351
2023-09-22 15:00:00,4427
2023-09-22 16:00:00,4477
2023-09-22 17:00:00,4473
2023-09-22 18:00:00,4492
2023-09-22 19:00:00,4458
2023-09-22 20:00:00,4418
2023-09-22 21:00:00,4436
2023-09-22 22:00:00,4403
2023-09-22 23:00:00,4338
2023-09-23 00:00:00,4357
2023-09-23 01:00:00,4264
2023-09-23 02:00:00,4087
2023-09-23 03:00:00,3881
2023-09-23 04:00:00,3624
2023-09-23 05:00:00,3422
2023-09-23 06:00:00,3299
2023-09-23 07:00:00,3246
2023-09-23 08:00:00,3231
2023-09-23 09:00:00,3242
2023-09-23 10:00:00,3278
2023-09-23 11:00:00,3389
2023-09-23 12:00:00,3555
2023-09-23 13:00:00,3780
2023-09-23 14:00:00,3963
2023-09-23 15:00:00,4065
2023-09-23 16:00:00,4114
2023-09-23 17:00:00,4070
2023-09-23 18:00:00,4031
2023-09-23 19:00:00,4018
2023-09-23 20:00:00,4019
2023-09-23 21:00:00,4041
2023-09-23 22:00:00,4080
2023-09-23 23:00:00,4071
2023-09-24 00:00:00,4079
2023-09-24 01:00:00,3980
2023-09-24 02:00:00,3834
2023-09-24 03:00:00,3670
2023-09-24 04:00:00,3478
2023-09-24 05:00:00,3346
2023-09-24 06:00:00,3208
2023-09-24 07:00:00,3143
2023-09-24 08:00:00,3104
2023-09-24 09:00:00,3101
2023-09-24 10:00:00,3163
2023-09-24 11:00:00,3295
2023-09-24 12:00:00,3471
2023-09-24 13:00:00,3688
2023-09-24 14:00:00,3873
2023-09-24 15:00:00,4000
2023-09-24 16:00:00,4097
2023-09-24 17:00:00,4155
2023-09-24 18:00:00,4104
2023-09-24 19:00:00,4100
2023-09-24 20:00:00,4096
2023-09-24 21:00:00,4146
2023-09-24 22:00:00,4199
2023-09-24 23:00:00,4237
2023-09-25 00:00:00,4262
2023-09-25 01:00:00,4157
2023-09-25 02:00:00,3954
2023-09-25 03:00:00,3733
2023-09-25 04:00:00,3568
2023-09-25 05:00:00,3390
2023-09-25 06:00:00,3296
2023-09-25 07:00:00,3261
2023-09-25 08:00:00,3259
2023-09-25 09:00:00,3401
2023-09-25 10:00:00,3665
