period,PL
2023-09-25 11:00:00,4085
2023-09-25 12:00:00,4338
2023-09-25 13:00:00,4468
2023-09-25 14:00:00,4541
2023-09-25 15:00:00,4533
2023-09-25 16:00:00,4530
2023-09-25 17:00:00,4569
2023-09-25 18:00:00,4579
2023-09-25 19:00:00,4533
2023-09-25 20:00:00,4448
2023-09-25 21:00:00,4462
2023-09-25 22:00:00,4534
2023-09-25 23:00:00,4540
2023-09-26 00:00:00,4543
2023-09-26 01:00:00,4407
2023-09-26 02:00:00,4181
2023-09-26 03:00:00,3923
2023-09-26 04:00:00,3756
2023-09-26 05:00:00,3630
2023-09-26 06:00:00,3484
2023-09-26 07:00:00,3415
2023-09-26 08:00:00,3425
2023-09-26 09:00:00,3484
2023-09-26 10:00:00,3719
2023-09-26 11:00:00,4171
2023-09-26 12:00:00,4367
2023-09-26 13:00:00,4446
2023-09-26 14:00:00,4445
2023-09-26 15:00:00,4543
2023-09-26 16:00:00,4557
2023-09-26 17:00:00,4526
2023-09-26 18:00:00,4517
2023-09-26 19:00:00,4462
2023-09-26 20:00:00,4417
2023-09-26 21:00:00,4432
2023-09-26 22:00:00,4456
2023-09-26 23:00:00,4474
2023-09-27 00:00:00,4530
2023-09-27 01:00:00,4406
2023-09-27 02:00:00,4185
2023-09-27 03:00:00,3914
2023-09-27 04:00:00,3744
2023-09-27 05:00:00,3602
2023-09-27 06:00:00,3457
2023-09-27 07:00:00,3444
2023-09-27 08:00:00,3419
2023-09-27 09:00:00,3522
2023-09-27 10:00:00,3721
2023-09-27 11:00:00,4143
2023-09-27 12:00:00,4388
2023-09-27 13:00:00,4420
2023-09-27 14:00:00,4450
2023-09-27 15:00:00,4420
2023-09-27 16:00:00,4389
2023-09-27 17:00:00,4421
2023-09-27 18:00:00,4433
2023-09-27 19:00:00,4321
2023-09-27 20:00:00,4389
2023-09-27 21:00:00,4359
2023-09-27 22:00:00,4378
2023-09-27 23:00:00,4381
2023-09-28 00:00:00,4464
2023-09-28 01:00:00,4359
2023-09-28 02:00:00,4138
2023-09-28 03:00:00,3942
2023-09-28 04:00:00,3715
2023-09-28 05:00:00,3592
2023-09-28 06:00:00,3493
2023-09-28 07:00:00,3438
2023-09-28 08:00:00,3413
2023-09-28 09:00:00,3498
2023-09-28 10:00:00,3692
2023-09-28 11:00:00,4128
2023-09-28 12:00:00,4389
2023-09-28 13:00:00,4364
2023-09-28 14:00:00,4386
2023-09-28 15:00:00,4415
2023-09-28 16:00:00,4445
2023-09-28 17:00:00,4447
2023-09-28 18:00:00,4455
2023-09-28 19:00:00,4414
2023-09-28 20:00:00,4384
2023-09-28 21:00:00,4402
2023-09-28 22:00:00,4426
2023-09-28 23:00:00,4458
2023-09-29 00:00:00,4515
2023-09-29 01:00:00,4395
2023-09-29 02:00:00,4176
2023-09-29 03:00:00,3953
2023-09-29 04:00:00,3780
2023-09-29 05:00:00,3602
2023-09-29 06:00:00,3467
2023-09-29 07:00:00,3410
2023-09-29 08:00:00,3400
2023-09-29 09:00:00,3478
2023-09-29 10:00:00,3675
2023-09-29 11:00:00,4080
2023-09-29 12:00:00,4281
2023-09-29 13:00:00,4411
2023-09-29 14:00:00,4479
2023-09-29 15:00:00,4483
2023-09-29 16:00:00,4460
2023-09-29 17:00:00,4385
2023-09-29 18:00:00,4398
2023-09-29 19:00:00,4376
2023-09-29 20:00:00,4322
2023-09-29 21:00:00,4314
2023-09-29 22:00:00,4317
2023-09-29 23:00:00,4283
2023-09-30 00:00:00,4300
2023-09-30 01:00:00,4192
2023-09-30 02:00:00,4076
2023-09-30 03:00:00,3894
2023-09-30 04:00:00,3624
2023-09-30 05:00:00,3440
2023-09-30 06:00:00,3325
2023-09-30 07:00:00,3254
2023-09-30 08:00:00,3215
2023-09-30 09:00:00,3227
2023-09-30 10:00:00,3302
2023-09-30 11:00:00,3455
2023-09-30 12:00:00,3629
2023-09-30 13:00:00,3829
2023-09-30 14:00:00,3938
2023-09-30 15:00:00,4035
2023-09-30 16:00:00,4053
2023-09-30 17:00:00,3998
2023-09-30 18:00:00,4005
2023-09-30 19:00:00,4016
2023-09-30 20:00:00,4042
2023-09-30 21:00:00,4095
2023-09-30 22:00:00,4159
2023-09-30 23:00:00,4169
2023-10-01 00:00:00,4203
2023-10-01 01:00:00,4106
2023-10-01 02:00:00,3936
2023-10-01 03:00:00,3757
2023-10-01 04:00:00,3534
2023-10-01 05:00:00,3351
2023-10-01 06:00:00,3218
2023-10-01 07:00:00,3150
2023-10-01 08:00:00,3105
2023-10-01 09:00:00,3109
2023-10-01 10:00:00,3162
2023-10-01 11:00:00,3280
2023-10-01 12:00:00,3407
2023-10-01 13:00:00,3611
2023-10-01 14:00:00,3772
2023-10-01 15:00:00,3876
2023-10-01 16:00:00,3974
2023-10-01 17:00:00,4058
2023-10-01 18:00:00,4137
2023-10-01 19:00:00,4217
2023-10-01 20:00:00,4311
2023-10-01 21:00:00,4411
2023-10-01 22:00:00,4546
2023-10-01 23:00:00,4544
2023-10-02 00:00:00,4570
2023-10-02 01:00:00,4422
2023-10-02 02:00:00,4194
2023-10-02 03:00:00,3916
2023-10-02 04:00:00,3713
2023-10-02 05:00:00,3465
2023-10-02 06:00:00,3411
2023-10-02 07:00:00,3317
2023-10-02 08:00:00,3278
2023-10-02 09:00:00,3367
2023-10-02 10:00:00,3651
2023-10-02 11:00:00,4104
2023-10-02 12:00:00,4352
2023-10-02 13:00:00,4490
2023-10-02 14:00:00,4587
2023-10-02 15:00:00,4662
2023-10-02 16:00:00,4716
2023-10-02 17:00:00,4807
2023-10-02 18:00:00,4921
2023-10-02 19:00:00,4834
2023-10-02 20:00:00,5001
2023-10-02 21:00:00,5075
2023-10-02 22:00:00,5110
2023-10-02 23:00:00,5020
2023-10-03 00:00:00,5033
2023-10-03 01:00:00,4835
2023-10-03 02:00:00,4544
2023-10-03 03:00:00,4198
2023-10-03 04:00:00,3960
2023-10-03 05:00:00,3734
2023-10-03 06:00:00,3617
2023-10-03 07:00:00,3526
2023-10-03 08:00:00,3451
2023-10-03 09:00:00,3520
2023-10-03 10:00:00,3748
2023-10-03 11:00:00,4197
2023-10-03 12:00:00,4391
2023-10-03 13:00:00,4511
2023-10-03 14:00:00,4585
2023-10-03 15:00:00,4689
2023-10-03 16:00:00,4779
2023-10-03 17:00:00,4918
2023-10-03 18:00:00,5047
2023-10-03 19:00:00,5142
2023-10-03 20:00:00,5210
2023-10-03 21:00:00,5314
2023-10-03 22:00:00,5363
2023-10-03 23:00:00,5265
2023-10-04 00:00:00,5231
2023-10-04 01:00:00,5015
2023-10-04 02:00:00,4711
2023-10-04 03:00:00,4384
2023-10-04 04:00:00,4106
2023-10-04 05:00:00,3888
2023-10-04 06:00:00,3747
2023-10-04 07:00:00,3599
2023-10-04 08:00:00,3566
2023-10-04 09:00:00,3615
2023-10-04 10:00:00,3840
2023-10-04 11:00:00,4297
2023-10-04 12:00:00,4499
2023-10-04 13:00:00,4626
2023-10-04 14:00:00,4725
2023-10-04 15:00:00,4843
2023-10-04 16:00:00,4966
2023-10-04 17:00:00,5130
2023-10-04 18:00:00,5294
2023-10-04 19:00:00,5372
2023-10-04 20:00:00,5445
2023-10-04 21:00:00,5502
2023-10-04 22:00:00,5490
2023-10-04 23:00:00,5354
2023-10-05 00:00:00,5271
2023-10-05 01:00:00,5016
2023-10-05 02:00:00,4692
2023-10-05 03:00:00,4333
2023-10-05 04:00:00,4071
2023-10-05 05:00:00,3850
2023-10-05 06:00:00,3690
2023-10-05 07:00:00,3564
2023-10-05 08:00:00,3517
2023-10-05 09:00:00,3538
2023-10-05 10:00:00,3749
2023-10-05 11:00:00,4187
2023-10-05 12:00:00,4419
2023-10-05 13:00:00,4475
2023-10-05 14:00:00,4565
2023-10-05 15:00:00,4692
2023-10-05 16:00:00,4765
2023-10-05 17:00:00,4817
2023-10-05 18:00:00,4914
2023-10-05 19:00:00,4959
2023-10-05 20:00:00,4991
2023-10-05 21:00:00,5035
2023-10-05 22:00:00,5013
2023-10-05 23:00:00,4978
2023-10-06 00:00:00,5024
2023-10-06 01:00:00,4877
2023-10-06 02:00:00,4651
2023-10-06 03:00:00,4361
2023-10-06 04:00:00,4112
2023-10-06 05:00:00,3899
2023-10-06 06:00:00,3779
2023-10-06 07:00:00,3692
2023-10-06 08:00:00,3648
2023-10-06 09:00:00,3711
2023-10-06 10:00:00,3920
2023-10-06 11:00:00,4341
2023-10-06 12:00:00,4617
2023-10-06 13:00:00,4766
2023-10-06 14:00:00,4812
2023-10-06 15:00:00,4866
2023-10-06 16:00:00,4910
2023-10-06 17:00:00,4933
2023-10-06 18:00:00,4940
2023-10-06 19:00:00,4922
2023-10-06 20:00:00,4904
2023-10-06 21:00:00,4933
2023-10-06 22:00:00,4900
2023-10-06 23:00:00,4832
2023-10-07 00:00:00,4800
2023-10-07 01:00:00,4658
2023-10-07 02:00:00,4474
2023-10-07 03:00:00,4221
2023-10-07 04:00:00,3974
2023-10-07 05:00:00,3732
2023-10-07 06:00:00,3584
2023-10-07 07:00:00,3488
2023-10-07 08:00:00,3421
2023-10-07 09:00:00,3415
2023-10-07 10:00:00,3477
2023-10-07 11:00:00,3624
2023-10-07 12:00:00,3740
2023-10-07 13:00:00,3946
2023-10-07 14:00:00,4087
2023-10-07 15:00:00,4143
2023-10-07 16:00:00,4154
2023-10-07 17:00:00,4095
2023-10-07 18:00:00,4011
2023-10-07 19:00:00,3930
2023-10-07 20:00:00,3894
2023-10-07 21:00:00,3915
2023-10-07 22:00:00,3936
2023-10-07 23:00:00,3959
2023-10-08 00:00:00,3993
2023-10-08 01:00:00,3894
2023-10-08 02:00:00,3780
2023-10-08 03:00:00,3609
2023-10-08 04:00:00,3430
2023-10-08 05:00:00,3257
2023-10-08 06:00:00,3168
2023-10-08 07:00:00,3121
2023-10-08 08:00:00,3075
2023-10-08 09:00:00,3092
2023-10-08 10:00:00,3152
2023-10-08 11:00:00,3278
2023-10-08 12:00:00,3442
2023-10-08 13:00:00,3644
2023-10-08 14:00:00,3758
2023-10-08 15:00:00,3858
2023-10-08 16:00:00,3902
2023-10-08 17:00:00,3908
2023-10-08 18:00:00,3895
2023-10-08 19:00:00,3889
2023-10-08 20:00:00,3890
2023-10-08 21:00:00,3945
2023-10-08 22:00:00,4022
2023-10-08 23:00:00,4099
2023-10-09 00:00:00,4160
2023-10-09 01:00:00,4044
2023-10-09 02:00:00,3884
2023-10-09 03:00:00,3706
2023-10-09 04:00:00,3572
2023-10-09 05:00:00,3466
2023-10-09 06:00:00,3386
2023-10-09 07:00:00,3312
2023-10-09 08:00:00,3333
2023-10-09 09:00:00,3498
2023-10-09 10:00:00,3776
2023-10-09 11:00:00,4218
2023-10-09 12:00:00,4490
2023-10-09 13:00:00,4596
2023-10-09 14:00:00,4618
2023-10-09 15:00:00,4530
2023-10-09 16:00:00,4517
2023-10-09 17:00:00,4490
2023-10-09 18:00:00,4476
2023-10-09 19:00:00,4458
2023-10-09 20:00:00,4415
2023-10-09 21:00:00,4422
2023-10-09 22:00:00,4503
2023-10-09 23:00:00,4606
2023-10-10 00:00:00,4630
2023-10-10 01:00:00,4501
2023-10-10 02:00:00,4302
2023-10-10 03:00:00,4032
2023-10-10 04:00:00,3842
2023-10-10 05:00:00,3682
2023-10-10 06:00:00,3615
2023-10-10 07:00:00,3579
2023-10-10 08:00:00,3568
2023-10-10 09:00:00,3649
2023-10-10 10:00:00,3921
2023-10-10 11:00:00,4402
2023-10-10 12:00:00,4669
2023-10-10 13:00:00,4727
2023-10-10 14:00:00,4663
2023-10-10 15:00:00,4641
2023-10-10 16:00:00,4460
2023-10-10 17:00:00,4365
2023-10-10 18:00:00,4340
2023-10-10 19:00:00,4270
2023-10-10 20:00:00,4229
2023-10-10 21:00:00,4271
2023-10-10 22:00:00,4326
2023-10-10 23:00:00,4429
2023-10-11 00:00:00,4508
2023-10-11 01:00:00,4357
2023-10-11 02:00:00,4092
2023-10-11 03:00:00,3805
2023-10-11 04:00:00,3604
2023-10-11 05:00:00,3438
2023-10-11 06:00:00,3355
2023-10-11 07:00:00,3269
2023-10-11 08:00:00,3270
2023-10-11 09:00:00,3416
2023-10-11 10:00:00,3696
2023-10-11 11:00:00,4190
2023-10-11 12:00:00,4525
2023-10-11 13:00:00,4419
2023-10-11 14:00:00,4544
2023-10-11 15:00:00,4540
2023-10-11 16:00:00,4422
2023-10-11 17:00:00,4373
2023-10-11 18:00:00,4376
2023-10-11 19:00:00,4340
2023-10-11 20:00:00,4327
2023-10-11 21:00:00,4373
2023-10-11 22:00:00,4438
2023-10-11 23:00:00,4492
2023-10-12 00:00:00,4548
2023-10-12 01:00:00,4423
2023-10-12 02:00:00,4241
2023-10-12 03:00:00,3937
2023-10-12 04:00:00,3702
2023-10-12 05:00:00,3554
2023-10-12 06:00:00,3480
2023-10-12 07:00:00,3442
2023-10-12 08:00:00,3453
2023-10-12 09:00:00,3549
2023-10-12 10:00:00,3816
2023-10-12 11:00:00,4290
2023-10-12 12:00:00,4585
2023-10-12 13:00:00,4635
2023-10-12 14:00:00,4594
2023-10-12 15:00:00,4528
2023-10-12 16:00:00,4463
2023-10-12 17:00:00,4394
2023-10-12 18:00:00,4405
2023-10-12 19:00:00,4359
2023-10-12 20:00:00,4346
2023-10-12 21:00:00,4371
2023-10-12 22:00:00,4390
2023-10-12 23:00:00,4460
2023-10-13 00:00:00,4505
2023-10-13 01:00:00,4368
2023-10-13 02:00:00,4165
2023-10-13 03:00:00,3906
2023-10-13 04:00:00,3711
2023-10-13 05:00:00,3530
2023-10-13 06:00:00,3455
2023-10-13 07:00:00,3407
2023-10-13 08:00:00,3396
2023-10-13 09:00:00,3473
2023-10-13 10:00:00,3700
2023-10-13 11:00:00,4147
2023-10-13 12:00:00,4458
2023-10-13 13:00:00,4513
2023-10-13 14:00:00,4430
2023-10-13 15:00:00,4370
2023-10-13 16:00:00,4328
2023-10-13 17:00:00,4265
2023-10-13 18:00:00,4246
2023-10-13 19:00:00,4214
2023-10-13 20:00:00,4193
2023-10-13 21:00:00,4235
2023-10-13 22:00:00,4266
2023-10-13 23:00:00,4299
2023-10-14 00:00:00,4312
2023-10-14 01:00:00,4191
2023-10-14 02:00:00,4037
2023-10-14 03:00:00,3813
2023-10-14 04:00:00,3628
2023-10-14 05:00:00,3455
2023-10-14 06:00:00,3349
2023-10-14 07:00:00,3291
2023-10-14 08:00:00,3270
2023-10-14 09:00:00,3301
2023-10-14 10:00:00,3391
2023-10-14 11:00:00,3553
2023-10-14 12:00:00,3751
2023-10-14 13:00:00,3990
2023-10-14 14:00:00,4166
2023-10-14 15:00:00,4278
2023-10-14 16:00:00,4343
2023-10-14 17:00:00,4372
2023-10-14 18:00:00,4365
2023-10-14 19:00:00,4311
2023-10-14 20:00:00,4298
2023-10-14 21:00:00,4305
2023-10-14 22:00:00,4346
2023-10-14 23:00:00,4373
2023-10-15 00:00:00,4315
2023-10-15 01:00:00,4205
2023-10-15 02:00:00,4060
2023-10-15 03:00:00,3853
2023-10-15 04:00:00,3671
2023-10-15 05:00:00,3504
2023-10-15 06:00:00,3398
2023-10-15 07:00:00,3348
2023-10-15 08:00:00,3316
2023-10-15 09:00:00,3338
2023-10-15 10:00:00,3384
2023-10-15 11:00:00,3524
2023-10-15 12:00:00,3690
2023-10-15 13:00:00,3849
2023-10-15 14:00:00,3909
2023-10-15 15:00:00,3930
2023-10-15 16:00:00,3972
2023-10-15 17:00:00,3969
2023-10-15 18:00:00,3917
2023-10-15 19:00:00,3866
2023-10-15 20:00:00,3859
2023-10-15 21:00:00,3943
2023-10-15 22:00:00,4057
2023-10-15 23:00:00,4201
2023-10-16 00:00:00,4264
2023-10-16 01:00:00,4199
2023-10-16 02:00:00,4018
2023-10-16 03:00:00,3799
2023-10-16 04:00:00,3613
2023-10-16 05:00:00,3505
2023-10-16 06:00:00,3469
2023-10-16 07:00:00,3454
2023-10-16 08:00:00,3482
2023-10-16 09:00:00,3595
2023-10-16 10:00:00,3881
2023-10-16 11:00:00,4377
2023-10-16 12:00:00,4654
2023-10-16 13:00:00,4709
2023-10-16 14:00:00,4683
2023-10-16 15:00:00,4607
2023-10-16 16:00:00,4585
2023-10-16 17:00:00,4585
2023-10-16 18:00:00,4553
2023-10-16 19:00:00,4476
2023-10-16 20:00:00,4428
2023-10-16 21:00:00,4481
2023-10-16 22:00:00,4546
2023-10-16 23:00:00,4655
2023-10-17 00:00:00,4694
2023-10-17 01:00:00,4528
2023-10-17 02:00:00,4300
2023-10-17 03:00:00,4042
2023-10-17 04:00:00,3870
2023-10-17 05:00:00,3658
2023-10-17 06:00:00,3610
2023-10-17 07:00:00,3542
2023-10-17 08:00:00,3552
2023-10-17 09:00:00,3645
2023-10-17 10:00:00,3902
2023-10-17 11:00:00,4367
2023-10-17 12:00:00,4621
2023-10-17 13:00:00,4637
2023-10-17 14:00:00,4567
2023-10-17 15:00:00,4542
2023-10-17 16:00:00,4544
2023-10-17 17:00:00,4511
2023-10-17 18:00:00,4513
2023-10-17 19:00:00,4447
2023-10-17 20:00:00,4404
2023-10-17 21:00:00,4438
2023-10-17 22:00:00,4487
2023-10-17 23:00:00,4601
2023-10-18 00:00:00,4641
2023-10-18 01:00:00,4514
2023-10-18 02:00:00,4304
2023-10-18 03:00:00,4052
2023-10-18 04:00:00,3877
2023-10-18 05:00:00,3719
2023-10-18 06:00:00,3601
2023-10-18 07:00:00,3580
2023-10-18 08:00:00,3582
2023-10-18 09:00:00,3677
2023-10-18 10:00:00,3913
2023-10-18 11:00:00,4403
2023-10-18 12:00:00,4676
2023-10-18 13:00:00,4716
2023-10-18 14:00:00,4623
2023-10-18 15:00:00,4537
2023-10-18 16:00:00,4503
2023-10-18 17:00:00,4503
2023-10-18 18:00:00,4509
2023-10-18 19:00:00,4465
2023-10-18 20:00:00,4413
2023-10-18 21:00:00,4430
2023-10-18 22:00:00,4466
2023-10-18 23:00:00,4595
2023-10-19 00:00:00,4631
2023-10-19 01:00:00,4503
2023-10-19 02:00:00,4316
2023-10-19 03:00:00,4061
2023-10-19 04:00:00,3873
2023-10-19 05:00:00,3698
2023-10-19 06:00:00,3667
2023-10-19 07:00:00,3627
2023-10-19 08:00:00,3660
2023-10-19 09:00:00,3746
2023-10-19 10:00:00,4026
2023-10-19 11:00:00,4552
2023-10-19 12:00:00,4848
2023-10-19 13:00:00,4826
2023-10-19 14:00:00,4716
2023-10-19 15:00:00,4622
2023-10-19 16:00:00,4550
2023-10-19 17:00:00,4497
2023-10-19 18:00:00,4475
2023-10-19 19:00:00,4450
2023-10-19 20:00:00,4405
2023-10-19 21:00:00,4438
2023-10-19 22:00:00,4490
2023-10-19 23:00:00,4604
2023-10-20 00:00:00,4613
2023-10-20 01:00:00,4494
2023-10-20 02:00:00,4303
2023-10-20 03:00:00,4016
2023-10-20 04:00:00,3817
2023-10-20 05:00:00,3648
2023-10-20 06:00:00,3549
2023-10-20 07:00:00,3508
2023-10-20 08:00:00,3489
2023-10-20 09:00:00,3567
2023-10-20 10:00:00,3798
2023-10-20 11:00:00,4233
2023-10-20 12:00:00,4498
2023-10-20 13:00:00,4563
2023-10-20 14:00:00,4524
2023-10-20 15:00:00,4524
2023-10-20 16:00:00,4481
2023-10-20 17:00:00,4454
2023-10-20 18:00:00,4424
2023-10-20 19:00:00,4384
2023-10-20 20:00:00,4343
2023-10-20 21:00:00,4365
2023-10-20 22:00:00,4386
2023-10-20 23:00:00,4436
2023-10-21 00:00:00,4390
2023-10-21 01:00:00,4267
2023-10-21 02:00:00,4099
2023-10-21 03:00:00,3882
2023-10-21 04:00:00,3661
2023-10-21 05:00:00,3473
2023-10-21 06:00:00,3355
2023-10-21 07:00:00,3280
2023-10-21 08:00:00,3247
2023-10-21 09:00:00,3271
2023-10-21 10:00:00,3358
2023-10-21 11:00:00,3533
2023-10-21 12:00:00,3727
2023-10-21 13:00:00,3916
2023-10-21 14:00:00,4000
2023-10-21 15:00:00,4038
2023-10-21 16:00:00,4043
2023-10-21 17:00:00,4031
2023-10-21 18:00:00,4008
2023-10-21 19:00:00,3995
2023-10-21 20:00:00,3959
2023-10-21 21:00:00,3993
2023-10-21 22:00:00,4050
2023-10-21 23:00:00,4143
2023-10-22 00:00:00,4141
2023-10-22 01:00:00,4050
2023-10-22 02:00:00,3920
2023-10-22 03:00:00,3750
2023-10-22 04:00:00,3587
2023-10-22 05:00:00,3432
2023-10-22 06:00:00,3350
2023-10-22 07:00:00,3298
2023-10-22 08:00:00,3280
2023-10-22 09:00:00,3291
2023-10-22 10:00:00,3351
2023-10-22 11:00:00,3508
2023-10-22 12:00:00,3703
2023-10-22 13:00:00,3879
2023-10-22 14:00:00,3965
2023-10-22 15:00:00,4015
2023-10-22 16:00:00,4009
2023-10-22 17:00:00,3962
2023-10-22 18:00:00,3883
2023-10-22 19:00:00,3856
2023-10-22 20:00:00,3891
2023-10-22 21:00:00,4014
2023-10-22 22:00:00,4169
2023-10-22 23:00:00,4325
2023-10-23 00:00:00,4395
2023-10-23 01:00:00,4298
2023-10-23 02:00:00,4118
2023-10-23 03:00:00,3895
2023-10-23 04:00:00,3714
2023-10-23 05:00:00,3578
2023-10-23 06:00:00,3509
2023-10-23 07:00:00,3488
2023-10-23 08:00:00,3511
2023-10-23 09:00:00,3620
2023-10-23 10:00:00,3934
2023-10-23 11:00:00,4453
2023-10-23 12:00:00,4741
2023-10-23 13:00:00,4770
2023-10-23 14:00:00,4691
2023-10-23 15:00:00,4615
2023-10-23 16:00:00,4536
2023-10-23 17:00:00,4472
2023-10-23 18:00:00,4431
2023-10-23 19:00:00,4369
2023-10-23 20:00:00,4316
2023-10-23 21:00:00,4379
2023-10-23 22:00:00,4490
2023-10-23 23:00:00,4631
2023-10-24 00:00:00,4677
2023-10-24 01:00:00,4566
2023-10-24 02:00:00,4390
2023-10-24 03:00:00,4129
2023-10-24 04:00:00,3968
2023-10-24 05:00:00,3858
2023-10-24 06:00:00,3798
2023-10-24 07:00:00,3767
2023-10-24 08:00:00,3795
2023-10-24 09:00:00,3915
2023-10-24 10:00:00,4232
2023-10-24 11:00:00,4742
2023-10-24 12:00:00,5029
2023-10-24 13:00:00,5013
2023-10-24 14:00:00,4835
2023-10-24 15:00:00,4706
2023-10-24 16:00:00,4574
2023-10-24 17:00:00,4485
2023-10-24 18:00:00,4454
2023-10-24 19:00:00,4392
2023-10-24 20:00:00,4373
2023-10-24 21:00:00,4434
2023-10-24 22:00:00,4503
2023-10-24 23:00:00,4622
2023-10-25 00:00:00,4645
2023-10-25 01:00:00,4518
2023-10-25 02:00:00,4278
2023-10-25 03:00:00,4045
2023-10-25 04:00:00,3854
2023-10-25 05:00:00,3667
2023-10-25 06:00:00,3574
2023-10-25 07:00:00,3529
2023-10-25 08:00:00,3554
2023-10-25 09:00:00,3664
2023-10-25 10:00:00,3946
2023-10-25 11:00:00,4447
2023-10-25 12:00:00,4713
2023-10-25 13:00:00,4718
2023-10-25 14:00:00,4678
2023-10-25 15:00:00,4636
2023-10-25 16:00:00,4538
2023-10-25 17:00:00,4469
2023-10-25 18:00:00,4432
2023-10-25 19:00:00,4431
2023-10-25 20:00:00,4470
2023-10-25 21:00:00,4481
2023-10-25 22:00:00,4497
2023-10-25 23:00:00,4587
2023-10-26 00:00:00,4584
2023-10-26 01:00:00,4439
2023-10-26 02:00:00,4228
2023-10-26 03:00:00,3951
2023-10-26 04:00:00,3765
2023-10-26 05:00:00,3478
2023-10-26 06:00:00,3255
2023-10-26 07:00:00,3220
2023-10-26 08:00:00,3210
2023-10-26 09:00:00,3382
2023-10-26 10:00:00,3790
2023-10-26 11:00:00,4265
2023-10-26 12:00:00,4545
2023-10-26 13:00:00,4592
2023-10-26 14:00:00,4552
2023-10-26 15:00:00,4481
2023-10-26 16:00:00,4472
2023-10-26 17:00:00,4467
2023-10-26 18:00:00,4523
2023-10-26 19:00:00,4528
2023-10-26 20:00:00,4529
2023-10-26 21:00:00,4555
2023-10-26 22:00:00,4538
2023-10-26 23:00:00,4596
2023-10-27 00:00:00,4560
2023-10-27 01:00:00,4419
2023-10-27 02:00:00,4202
2023-10-27 03:00:00,3939
2023-10-27 04:00:00,3732
2023-10-27 05:00:00,3551
2023-10-27 06:00:00,3427
2023-10-27 07:00:00,3384
2023-10-27 08:00:00,3369
2023-10-27 09:00:00,3451
2023-10-27 10:00:00,3678
2023-10-27 11:00:00,4106
2023-10-27 12:00:00,4387
2023-10-27 13:00:00,4456
2023-10-27 14:00:00,4465
2023-10-27 15:00:00,4498
2023-10-27 16:00:00,4492
2023-10-27 17:00:00,4461
2023-10-27 18:00:00,4434
2023-10-27 19:00:00,4379
2023-10-27 20:00:00,4389
2023-10-27 21:00:00,4434
2023-10-27 22:00:00,4427
2023-10-27 23:00:00,4438
2023-10-28 00:00:00,4372
2023-10-28 01:00:00,4243
2023-10-28 02:00:00,4069
2023-10-28 03:00:00,3855
2023-10-28 04:00:00,3630
2023-10-28 05:00:00,3448
2023-10-28 06:00:00,3331
2023-10-28 07:00:00,3255
2023-10-28 08:00:00,3207
2023-10-28 09:00:00,3215
2023-10-28 10:00:00,3299
2023-10-28 11:00:00,3452
2023-10-28 12:00:00,3621
2023-10-28 13:00:00,3800
2023-10-28 14:00:00,3938
2023-10-28 15:00:00,4027
2023-10-28 16:00:00,4085
2023-10-28 17:00:00,4103
2023-10-28 18:00:00,4161
2023-10-28 19:00:00,4185
2023-10-28 20:00:00,4223
2023-10-28 21:00:00,4255
2023-10-28 22:00:00,4274
2023-10-28 23:00:00,4304
2023-10-29 00:00:00,4227
2023-10-29 01:00:00,4092
2023-10-29 02:00:00,3922
2023-10-29 03:00:00,3721
2023-10-29 04:00:00,3516
2023-10-29 05:00:00,3335
2023-10-29 06:00:00,3215
2023-10-29 07:00:00,3140
2023-10-29 08:00:00,3096
2023-10-29 09:00:00,3088
2023-10-29 10:00:00,3133
2023-10-29 11:00:00,3252
2023-10-29 12:00:00,3438
2023-10-29 13:00:00,3649
2023-10-29 14:00:00,3817
2023-10-29 15:00:00,3935
2023-10-29 16:00:00,4019
2023-10-29 17:00:00,4056
2023-10-29 18:00:00,4037
2023-10-29 19:00:00,4038
2023-10-29 20:00:00,4054
2023-10-29 21:00:00,4156
2023-10-29 22:00:00,4259
2023-10-29 23:00:00,4314
2023-10-30 00:00:00,4261
2023-10-30 01:00:00,4155
2023-10-30 02:00:00,3956
2023-10-30 03:00:00,3738
2023-10-30 04:00:00,3597
2023-10-30 05:00:00,3468
2023-10-30 06:00:00,3391
2023-10-30 07:00:00,3354
2023-10-30 08:00:00,3353
2023-10-30 09:00:00,3461
2023-10-30 10:00:00,3721
2023-10-30 11:00:00,4178
2023-10-30 12:00:00,4498
2023-10-30 13:00:00,4580
2023-10-30 14:00:00,4610
2023-10-30 15:00:00,4661
2023-10-30 16:00:00,4681
2023-10-30 17:00:00,4701
2023-10-30 18:00:00,4676
2023-10-30 19:00:00,4611
2023-10-30 20:00:00,4566
2023-10-30 21:00:00,4606
2023-10-30 22:00:00,4682
2023-10-30 23:00:00,4768
2023-10-31 00:00:00,4728
2023-10-31 01:00:00,4595
2023-10-31 02:00:00,4375
2023-10-31 03:00:00,4127
2023-10-31 04:00:00,3940
2023-10-31 05:00:00,3804
2023-10-31 06:00:00,3715
2023-10-31 07:00:00,3639
2023-10-31 08:00:00,3702
2023-10-31 09:00:00,3819
2023-10-31 10:00:00,4123
2023-10-31 11:00:00,4571
2023-10-31 12:00:00,4914
2023-10-31 13:00:00,4985
2023-10-31 14:00:00,4854
2023-10-31 15:00:00,4762
2023-10-31 16:00:00,4623
2023-10-31 17:00:00,4560
2023-10-31 18:00:00,4496
2023-10-31 19:00:00,4446
2023-10-31 20:00:00,4396
